gene1,gene2,weight
BST2,AZI2,4.513543233518137
BST2,BCL6B,4.102879491261721
BST2,BNIP2,3.3697203653308665
BST2,BUD31,3.636046128422962
BST2,C16ORF80,3.0300517357474
BST2,CACNA1D,4.949579444198557
BST2,CCNG1,5.345161657546711
BST2,CDC42SE1,3.817538649176873
BST2,CELSR3,3.013373881631587
BST2,CKS1B,5.34729991512647
BST2,CNOT3,5.414528779838989
BST2,COX6C,4.873795832694965
BST2,CRABP1,4.677267589714961
BST2,CREB3,4.964935600012784
BST2,CYC1,4.19809253588434
BST2,DHH,4.273733431302141
BST2,DTX1,4.359009407585742
BST2,DUSP1,4.04565884524438
BST2,DUSP9,3.9695206148465503
BST2,EIF5A,5.289767239512841
BST2,EIF6,4.967700072750963
BST2,ELF1,5.956320360541392
BST2,EPO,3.1341429323377943
BST2,ERGIC1,5.161062184422699
BST2,ESYT1,4.9938360678723
BST2,FGFRL1,5.326743573717792
BST2,FKBP8,3.166693279566096
BST2,FOXF2,3.598288909435418
BST2,FOXQ1,4.524609808294837
BST2,FRAT2,5.245669701881214
BST2,G6PC,5.146290685132428
BST2,GABRA5,3.264280841899737
BST2,GLUD2,4.451993688451491
BST2,GNGT2,4.729441750346179
BST2,GPR174,4.8110077478941475
BST2,GPR176,5.051780894427868
BST2,GPR179,4.356281375242944
BST2,GPR83,3.1397459365783407
BST2,GPRC6A,5.610963836407821
BST2,GTF2F2,3.556756721111245
BST2,HMGCS2,3.6479261337350963
BST2,HMGN3,5.689757973702244
BST2,HOPX,4.504282947953334
BST2,HOXB13,4.111110303729257
BST2,HOXB7,4.403178244854518
BST2,HSPG2,3.0586181879404784
BST2,IFNG,4.756181237452894
BST2,IL12B,3.6602233128123443
BST2,IL1R1,5.54014560322935
BST2,IL1R2,3.3591859428570165
BST2,IRF7,5.749301638092492
BST2,JMJD7-PLA2G4B,5.775883090655242
BST2,JUNB,5.262658640366157
BST2,KLF10,5.633500595919418
BST2,KLF11,5.906022508960673
BST2,KLF4,5.265627652170067
BST2,KLF6,5.731997066306185
BST2,KLHDC9,4.264753300273928
BST2,LAMP2,4.132410414411849
BST2,LHX2,5.962928617196095
BST2,MAP3K5,5.235483565889245
BST2,MKNK1,4.844268968469135
BST2,MMP7,5.672173031166702
BST2,MRGPRD,4.754473517374503
BST2,NDUFB8,3.00460738562203
BST2,NDUFS7,4.788150395069515
BST2,NFE2L1,5.419529676729844
BST2,NKIRAS2,5.865010673714743
BST2,NOTCH2NL,3.542258122640151
BST2,NSF,4.157572914761541
BST2,OAZ1,3.8757519545384005
BST2,OTX1,4.381509839879733
BST2,P2RY8,3.8640047649578997
BST2,PARK7,5.318782057433525
BST2,PBRM1,3.154565452682791
BST2,PCGF1,4.172548989903939
BST2,PCK1,4.400915240502263
BST2,PLA2G2A,5.450119211278
BST2,PLK4,5.836091156767788
BST2,POLG,5.262732706148436
BST2,PPP3R2,4.788641959507227
BST2,PRKAA1,5.475584187344242
BST2,PRKAA2,3.6002069371824383
BST2,PRKAR1B,5.424016805781507
BST2,PRKCB,3.4699824749704407
BST2,PRLR,5.1164494853389
BST2,PROKR1,5.357218068730863
BST2,PSMB9,5.1436832341476695
BST2,PSMD8,3.976862782301529
BST2,RARRES1,5.12374049643235
BST2,RGS16,3.137538860057833
BST2,RHOD,3.0298218531245626
BST2,RNF14,5.596063826606823
BST2,RUFY1,4.937745889431463
BST2,S1PR3,4.411187075564301
BST2,SERPINB5,3.283218429012805
BST2,SLC12A7,3.1288372643527955
BST2,SLC25A1,4.127328748016656
BST2,SLC2A4RG,5.965692367578388
BST2,SPRY1,4.830358486215607
BST2,STRADB,3.9228433349676375
BST2,SUPT5H,5.128451048217498
BST2,TADA2A,5.452144669999874
BST2,TAL2,3.3993753437202128
BST2,TANK,4.6380836484456385
BST2,TEAD2,5.242502080311568
BST2,TGM2,3.333698107973563
BST2,TMED9,5.116398321166782
BST2,TSC22D1,5.839894346376855
BST2,TXNRD2,3.268822021439877
BST2,UBE2L3,5.565666694456738
BST2,UBE2N,4.315831325378384
BST2,ULK3,3.402161787679889
BST2,XK,3.7925277553600893
BST2,ZNF138,3.7196029332333786
BST2,ZNF277,3.440694993151289
BST2,ZNF317,3.7127725477605757
BST2,ZNF576,3.124498524843684
BST2,ZNF643,5.971779023379204
BST2,ZNF653,3.8587735494198023
BST2,ZNF662,4.852041726282296
BTK,AMDHD2,4.206417670528928
BTK,CALCOCO2,4.1702668813229655
BTK,CDX1,3.2579490334882344
BTK,CREG1,4.875402334291688
BTK,CXCL1,4.825596422902975
BTK,CYP1B1,4.488487890327842
BTK,EIF2C1,3.0920444629040147
BTK,FTSJ1,3.208271852028938
BTK,GPR56,4.897032853936602
BTK,GPR84,4.919732132362043
BTK,IL23R,4.547139455068227
BTK,ITGB3,4.471291426848603
BTK,NUP93,4.832154971465556
BTK,PJA1,3.1449670548247344
BTK,PON3,4.779671785247521
BTK,QARS,5.503536114565144
BTK,RFC2,3.3030126213967854
BTK,RNF14,3.1349381797961406
BTK,SNAPC1,5.764928569418698
BTK,TP53RK,3.506236183586947
BTK,TRIM29,5.457559924164962
BTK,TSC22D1,3.6644834128395773
BTN3A2,TP53RK,4.219700237601085
C11orf68,TP53RK,4.748023405019168
C1orf159,GPR84,5.676811698670991
C21orf91,SMAD7,3.908914948177869
C22orf46,NCOR2,5.889798555224047
C2CD2,AHR,3.5749858705670734
C2CD2,CACNA1D,3.5057524768160153
C2CD2,CTBP2,4.118324838786616
C2CD2,DNMT3A,3.0320793728212707
C2CD2,DUSP9,4.778306742076994
C2CD2,G2E3,3.5571481464002797
C2CD2,GATAD2A,3.9152331348623495
C2CD2,IL2RB,3.2845321199167232
C2CD2,KLF2,4.782880748247521
C2CD2,PLOD1,5.868680285726438
C2CD2,PNPO,4.474614291229484
C2CD2,PRSS23,3.4392919321586497
C2CD2,RPS6KL1,5.257649763466317
C2CD2,S100A11,5.2219049676935265
C2CD2,S100A13,5.995827520920679
C2CD2,TP53RK,5.6102877385293155
C2CD2,VCAN,4.78384068867569
C2CD2L,ACO2,5.107915904149673
C2CD2L,CALM2,3.8353001664174053
C2CD2L,CD46,3.7456019415391344
C2CD2L,CDC37,4.8856197395226495
C2CD2L,CDKL4,3.4934568733538915
C2CD2L,CFD,5.592736497099304
C2CD2L,DPF1,5.08191373825615
C2CD2L,FLT4,3.2422760440735545
C2CD2L,GPR84,5.285740323782575
C2CD2L,HOXB2,3.3316843145066826
C2CD2L,HPD,5.408738162587551
C2CD2L,NCOR2,4.716894861774843
C2CD2L,NFYB,5.574810269614327
C2CD2L,PARP4,5.004044784709089
C2CD2L,PPAP2B,3.985928107162033
C2CD2L,PRKD2,3.753992731067428
C2CD2L,PRSS2,5.47406837078699
C2CD2L,PTPN6,5.535463818282741
C2CD2L,RHOD,4.261467575878404
C2CD2L,SP100,4.99566727685373
C2CD2L,SRM,5.680810325723305
C2CD2L,WARS2,4.463048433935695
C2CD2L,ZMIZ2,4.600715873035791
C2CD2L,ZNF114,3.2116479144408343
C6orf47,PRKDC,5.6589855309092565
CAB39,FKBP8,3.5474339890803783
CAB39,GNG4,4.053606923259097
CACNB1,NR1D2,5.136090686704199
CADPS,SMARCD2,3.13432376062054
CALB1,PRKDC,5.558181591639556
CALCA,UBAP2L,4.285855517483138
CALCB,UBAP2L,3.1898950931566885
CALCR,SMARCD2,3.143468590848316
CAMKMT,ZNF138,4.764187933689071
CAMTA2,TP53RK,5.012005369944112
CAPN1,CSNK1G2,5.34566349882176
CAPN1,DGKZ,3.8696550760172004
CAPN1,MAP3K14,4.629615714152427
CAPN11,SMARCD2,3.534455383538686
CAPN3,UBAP2L,3.787270714666078
CARF,NCOR2,5.932642279248504
CASK,TIMP1,3.8674869675678876
CASP10,SMARCD2,5.7418780001745695
CASP2,ACOT9,3.3529886485973592
CASP2,ADI1,4.78282227828221
CASP2,ATP5B,4.066097253060052
CASP2,BAZ2B,5.536193288983741
CASP2,CAB39,3.4188377595056023
CASP2,CBS,5.23739470231159
CASP2,CD46,5.021234174066881
CASP2,EDN1,4.393627274259397
CASP2,ERAP2,3.7616302333147433
CASP2,FLT1,4.491525298703944
CASP2,GLDC,5.527293084144249
CASP2,GPR179,5.218080898755039
CASP2,GRB10,3.4000514726081907
CASP2,HSPE1,5.515336980018075
CASP2,IGF2BP3,3.0159021049463997
CASP2,MRGPRX3,3.642116977961642
CASP2,MSL3,4.216742042787891
CASP2,NCAPD2,5.530429592547197
CASP2,NPFFR2,3.6410451967620947
CASP2,PKN1,5.063819504482709
CASP2,POP4,5.757130492794969
CASP2,PRPF4,5.783385337234948
CASP2,RBM34,5.262809975760641
CASP2,SCRN1,4.686180653285787
CASP2,SKP2,3.2550767070047524
CASP2,SLC1A4,5.4879770514186195
CASP2,SRD5A1,5.3810829309903525
CASP2,SULT2A1,5.425134476502189
CASP2,TBP,4.519088310576532
CASP2,TP53RK,4.507975067047912
CASP2,WARS2,5.158914937499849
CASP2,WNT11,5.484491071263689
CASP2,ZNF138,4.207461533031663
CASP5,SMARCD2,5.159712464910849
CASP6,ZMIZ2,3.434134128062238
CASP7,ATF3,5.142521836201533
CASP7,CEP55,3.7617398575573837
CASP7,COX7B,4.939224835139811
CASP7,CYP51A1,3.043039009787215
CASP7,ETV1,4.516431872284009
CASP7,FOSL2,4.6624490704106965
CASP7,IL23R,5.223823279305359
CASP7,MB,3.638438848463223
CASP7,NCOR2,3.921722310771848
CASP7,NET1,5.691408871595787
CASP7,PCMT1,5.232136206256439
CASP7,PSRC1,4.001566778404241
CASP7,SC5DL,4.710486644890456
CASP7,ZMIZ2,5.153245736712962
CASS4,ZMIZ2,4.823856649371715
CBARP,ZMIZ2,4.756459958507275
CBR3,CFTR,3.1926673983873863
CBR3,DLX3,3.145073342422943
CBR3,NDUFA1,5.540905129769969
CBR3,PDK2,3.7428614247934036
CBR3,PHF21B,3.619418703936587
CBX7,ZMIZ2,5.080458400071128
CC2D1A,ZMIZ2,5.885121369843788
CCAR2,ALDH5A1,4.790921346733585
CCDC170,UBAP2L,5.2231517058752654
CCDC170,ZMIZ2,5.991453056163342
CCDC181,ZMIZ2,5.896625727851081
CCDC40,MAD2L1BP,5.587964593335732
CCDC7,ZMIZ2,4.117043920006826
CCDC81,ZMIZ2,3.348155193860673
CCDC9,MAD2L1BP,4.714377204796362
CCKBR,TBP,3.513045580107258
CCL1,PSMD1,4.397152072249624
CCL18,UBAP2L,3.7517569692617863
CCL2,DERA,4.704255767936324
CCL2,GMNN,4.535261781634073
CCL2,GPER,4.576715923618339
CCL2,HIST2H2BE,5.671874856705419
CCN3,ZMIZ2,5.52786339429961
CCN6,COG4,4.166913120935779
CCNA1,TWF2,3.747652897736689
CCNA1,UBQLN2,4.96344105809431
CCND1,RALGDS,3.798411136196518
CCND1,RSPH1,5.946273806356343
CCNF,ATG4A,3.5864617200642757
CCNO,MAD2L1BP,5.761701326450088
CCNO,ZMIZ2,5.690516811442792
CCP110,ANAPC5,5.494466314357842
CCP110,ATP5H,3.204589617072204
CCP110,CAV1,4.3272406477726975
CCP110,CBS,4.235798833864455
CCP110,CHKB,5.752234923146169
CCP110,CPT2,4.226178100008955
CCP110,DPF1,3.120921453039058
CCP110,GPRC6A,5.858356538641713
CCP110,SAR1B,5.549395829747061
CCP110,TBP,4.355375754270941
CCP110,TFCP2,5.256081276496733
CCP110,TGFA,4.091369689606023
CCP110,UBAP2L,4.2870674365048185
CCP110,ZMIZ2,5.256299338940568
CCP110,ZNF643,3.614033141764475
CCPG1,NCOR2,4.960935941781838
CCPG1,PRKDC,4.1612384340069335
CCPG1,RGS18,5.25958916858249
CCR6,TP53RK,5.291037846293668
CCR7,ASAH1,3.9648526036547898
CCR7,BIRC2,3.7022104432781497
CCR7,CAMK2G,3.154466403825984
CCR7,CDC20,3.4603194260565187
CCR7,CRYAA,3.684408919073328
CCR7,DFFA,5.563787157040858
CCR7,DNMT3L,3.342544809187627
CCR7,DTX1,4.969668144141291
CCR7,ELF1,4.074455628072764
CCR7,ERCC4,5.498926854621
CCR7,F7,5.431042253135263
CCR7,FRAT2,4.883813051363338
CCR7,G3BP2,3.2543069812991785
CCR7,GATAD2B,5.231524877479937
CCR7,GK,5.411761984807748
CCR7,GLI1,4.688200989276288
CCR7,GLRX2,4.33893399014453
CCR7,GNG8,3.399541573475928
CCR7,GPR133,4.128430147422215
CCR7,GPR83,5.030535555770234
CCR7,GTF3C2,4.440103033061902
CCR7,HPD,4.105548508781652
CCR7,HSF2,4.989693919405542
CCR7,ITGA4,4.12279917843123
CCR7,KDM4C,4.666552199014621
CCR7,KISS1R,3.525349703848172
CCR7,LMO4,5.464234931801183
CCR7,MAF,5.207142908539151
CCR7,MCCC2,4.079152106904601
CCR7,MCM7,4.437559923279851
CCR7,MLH1,3.727509276861788
CCR7,MRGPRX4,4.824961561470804
CCR7,MYL6B,3.535410902835321
CCR7,MYNN,4.776051000379901
CCR7,NAGK,5.596573451905341
CCR7,NFATC2,3.712955151524652
CCR7,NKIRAS1,3.875303890358898
CCR7,NR4A2,3.9250902417145968
CCR7,OTX1,3.098904276057816
CCR7,PEBP1,5.847341584270187
CCR7,PIM3,5.198505148603216
CCR7,PRKAA2,5.065723679821161
CCR7,PRKCB,5.267663602514586
CCR7,PROX1,5.19652812777433
CCR7,PSMA7,5.936828377944757
CCR7,PSMD8,4.257193373453902
CCR7,PYCRL,5.85695167882855
CCR7,QPCT,4.916324990854568
CCR7,RBBP7,4.2112712027115755
CCR7,RBBP8,5.271879710982388
CCR7,RRAGB,5.578940059464742
CCR7,RXRB,5.716373268563043
CCR7,SERPINA6,4.212585867156161
CCR7,SERPINF2,3.485722345033718
CCR7,SERPINH1,5.002700601176166
CCR7,SPRY2,5.702113332755505
CCR7,TARBP2,4.342089833918566
CCR7,TIMM50,4.388188302476726
CCR7,TNPO3,4.0694698992619935
CCR7,WNT11,4.095385790039801
CCR7,ZC3HC1,3.911934829123488
CCR7,ZNF138,5.254712816362508
CCR7,ZNF653,3.043314925917099
CD101,SMAD7,4.886898873498438
CD1D,SMARCD2,5.64094050828489
CD247,TP53RK,3.241981312514555
CD28,ZMIZ2,4.429103685744639
CD300C,SMARCD2,4.983988445255741
CD33,PRKDC,4.028278778589399
CD33,ZMIZ2,5.035281265093459
CD4,TP53RK,3.5890344262437597
CD5,CBS,3.312957612613212
CD68,PRKDC,5.467013162510548
CD8A,ZMIZ2,4.769952152028476
CD8B,ZMIZ2,5.473861999009579
CDC14A,SMARCD2,4.419525055006994
CDC14A,ZMIZ2,4.888841648212432
CDC40,ZMIZ2,3.9142589682454387
CDCA4,ATP5H,4.903391334654666
CDCA4,HSD17B8,3.705386949332418
CDCA4,IL1R1,5.138432362584972
CDCA4,KRT25,5.430440782206372
CDCA4,MLLT6,4.771660644688563
CDCA4,OAZ1,5.694886578851849
CDCA4,S1PR3,3.1546833145113053
CDCA4,ULK3,4.343049133396555
CDH1,ZMIZ2,5.828552929380685
CDH15,CBS,3.655220548330029
CDH20,ZMIZ2,5.667766768543196
CDH22,GPR84,4.026795876721565
CDH22,NCOR2,3.0780275485281847
CDH22,ZMIZ2,4.87282322907419
CDH3,ALMS1,5.946598991829468
CDH3,CCDC90A,5.966263726189439
CDH3,IGF2R,4.682735840936871
CDHR5,ZMIZ2,3.721489304097974
CDK1,FRAT2,5.879228157055368
CDK5R1,GABBR2,3.9224009640586983
CDK5R1,HOXA1,3.670789691724302
CDK5R1,SRM,4.43386750750968
CDK5R1,TYMS,3.4638034177580397
CDK6,ACAD8,3.349570598685723
CDK6,ACTR3,5.734168357100355
CDK6,AKR1B1,4.40212491096
CDK6,APOE,5.642514122541796
CDK6,ARL3,3.974339115869128
CDK6,ARPC1B,4.787115694988497
CDK6,ASS1,5.0087894938036
CDK6,ATP7A,4.581003330347664
CDK6,B2M,3.3660392615209602
CDK6,BATF,5.940940450200758
CDK6,BCL6B,4.368327847711937
CDK6,BLOC1S1,4.964245228685471
CDK6,BLZF1,5.185088841274625
CDK6,BRD8,4.320336558764919
CDK6,BUD31,4.376094114561327
CDK6,C12ORF51,4.712572394776348
CDK6,C19ORF6,4.011931901584172
CDK6,CAPSL,4.170163683460242
CDK6,CARD11,4.97351400577981
CDK6,CBX4,5.9262690154234665
CDK6,CDIPT,5.209073504333871
CDK6,CDK9,4.762902561691578
CDK6,CDKN1C,3.5962814848795484
CDK6,CDO1,4.582639639396868
CDK6,CHKA,4.012302796664199
CDK6,CIT,5.336182187678444
CDK6,CKB,5.598947183128183
CDK6,CLOCK,3.2917791983744307
CDK6,CRCP,4.7592363544110485
CDK6,CSNK1G3,3.0303859124309898
CDK6,CXCR2,3.517118557182885
CDK6,DCP1A,3.6031141031613787
CDK6,DERL1,3.7486052815179836
CDK6,DGCR14,5.711422581516114
CDK6,DUSP3,4.879855496929398
CDK6,DUSP9,5.47310157123361
CDK6,EHF,5.100672620337963
CDK6,EXOC6,5.0728094511177515
CDK6,F2,4.246238374329172
CDK6,FERD3L,4.872374652173403
CDK6,FLT4,4.897303756480223
CDK6,GJA1,3.179511390773588
CDK6,GLA,5.612899940770988
CDK6,GLUD2,3.9100705737329844
CDK6,GNA13,5.345061958870416
CDK6,GPR107,4.237104772880893
CDK6,GPR123,3.2225190328326647
CDK6,GPR139,5.04684695394989
CDK6,GPR142,3.588892060851337
CDK6,GPR82,3.075751806631147
CDK6,GRHL3,5.409693331465844
CDK6,GUK1,5.466340670670505
CDK6,HBP1,3.427364299581401
CDK6,HCFC2,3.540860786497587
CDK6,HMGB1,3.428720408290496
CDK6,HOXB2,3.8796849009337326
CDK6,HPD,3.2611333828550273
CDK6,ID3,3.7627955190151745
CDK6,IGBP1,3.9949802984923
CDK6,IL18,4.040203066078686
CDK6,ITGA3,3.2322426045444237
CDK6,ITGB2,4.3787718188633455
CDK6,KLF7,4.46329430890899
CDK6,KLHDC9,4.210658378783341
CDK6,LANCL1,4.220578597915803
CDK6,LEPRE1,5.744316663805552
CDK6,LGALS1,4.793528493990806
CDK6,LSM2,3.802188966440966
CDK6,MAGED1,5.758822851196024
CDK6,MAPK14,4.849254931849856
CDK6,MAS1L,3.573207384908232
CDK6,MCCC1,4.730138859709461
CDK6,MCL1,5.452155684794693
CDK6,MDH1,5.552972069360344
CDK6,ME3,5.115268111430283
CDK6,MEIS2,3.726028587986444
CDK6,MIF,5.072872020011615
CDK6,MMP1,5.535847713245329
CDK6,MRGPRX2,5.803454201596367
CDK6,MYL9,4.2476658778694425
CDK6,MYNN,3.3821028351068536
CDK6,NDUFA6,5.876564868865598
CDK6,NDUFB4,5.136983374264803
CDK6,NEK6,4.838760467383232
CDK6,NFIB,3.8310615599433717
CDK6,NMRAL1,4.009891586841082
CDK6,OR52B2,5.130669668385652
CDK6,OSMR,4.2848575979009995
CDK6,OVCA2,5.106500121683403
CDK6,P2RY6,5.649410051472438
CDK6,PBXIP1,4.457303364640517
CDK6,PGF,3.255937840122416
CDK6,PHTF2,3.0096578689531905
CDK6,PIK3CD,4.522531363247023
CDK6,PIPOX,3.5207479780730684
CDK6,PLA2G12A,3.815859873250375
CDK6,PLA2G2C,4.755848309610687
CDK6,PLK1,3.9287310072349744
CDK6,PLXNA1,4.747757524184135
CDK6,PON3,4.148331548999497
CDK6,POT1,3.0946134210688996
CDK6,PPIH,3.776624997130882
CDK6,PRDM4,4.189591452072551
CDK6,PRKAR1B,5.551969156650189
CDK6,PRKD2,3.0711540552731247
CDK6,PROC,3.0894048869473387
CDK6,PSMD8,5.8562844311568085
CDK6,PYCRL,5.224244934914473
CDK6,RALGDS,5.689634906706056
CDK6,RARB,4.393640118445755
CDK6,RASGRP1,5.9896764129812095
CDK6,RBL1,3.6437399675098785
CDK6,RBMS1,3.5289024111906664
CDK6,RFWD2,5.288173253245919
CDK6,RNGTT,5.818707314796747
CDK6,RPS10,5.707674996884409
CDK6,RPS6KA5,4.268182139327975
CDK6,RXRG,3.6189969268965982
CDK6,S100A6,5.441286907260528
CDK6,SAR1B,4.767943105957672
CDK6,SERPINB6,3.09258474344767
CDK6,SKAP2,5.464667842512473
CDK6,SLC25A15,3.601054787059463
CDK6,SLC38A2,5.339788328646528
CDK6,SLC3A2,3.344730851521274
CDK6,SMARCA2,4.081681486491436
CDK6,SOX11,4.119410819035139
CDK6,SP100,3.7265084953585426
CDK6,SPRY2,3.5267609722732485
CDK6,STRN4,5.564284942697117
CDK6,SULT1A3,5.2182381591918885
CDK6,TIMM50,5.611647823125967
CDK6,TNFRSF11A,4.200672188258147
CDK6,TNFRSF18,4.555831986262233
CDK6,TNFSF13,4.250645599055689
CDK6,TP53RK,4.968241947508332
CDK6,TPD52L3,3.447224132830842
CDK6,TSC1,5.906690446023205
CDK6,UBE2K,5.498063804029885
CDK6,UBL5,4.952570354617132
CDK6,UQCRB,4.022670350279986
CDK6,VIM,4.051395483819954
CDK6,WFDC2,4.424280518748976
CDK6,XRCC6,4.762637771566058
CDK6,YEATS4,5.591905794837203
CDK6,ZEB1,5.1456980099363
CDK6,ZFP1,3.674253767309486
CDK6,ZNF133,5.750071619032502
CDK6,ZNF138,3.605993076757894
CDK6,ZNF317,4.861049377487117
CDK6,ZNF354B,3.642393801859429
CDK6,ZNF385B,5.470543537501723
CDK6,ZNF517,5.876914349838282
CDK6,ZNF572,4.868391290351027
CDK6,ZNF689,3.5856723661481116
CDK6,ZNF85,5.735891709701496
CDKL1,SMARCD2,4.2379838037004
CEACAM21,ZMIZ2,5.886803133364485
CEACAM8,ZMIZ2,3.189532915361999
CEBPA,DTX1,4.111073809469845
CEBPA,LPHN1,3.5692726710939713
CEBPA,NADSYN1,3.470959152744337
CEBPA,S100A6,4.596038572658674
CEBPA,SEPX1,4.181457778101544
CEBPA,TP53RK,3.4331199863769166
CEND1,CBS,4.288781237034554
CENPC,PRKDC,5.147969052889083
CENPC,ZMIZ2,4.315710048103913
CENPJ,NR1D2,3.515854451745783
CENPJ,TBP,3.2810998832811267
CENPJ,TFCP2,5.5598302107340745
CENPJ,UBAP2L,3.591318927227597
CEP112,ZMIZ2,3.392920355843565
CEP152,ZMIZ2,3.5101731793310336
CEP162,ZMIZ2,4.955193652249681
CEP290,ZMIZ2,3.2829372535885493
CEP83,ZMIZ2,4.976267564161617
CEP97,ZMIZ2,4.723481724818413
CES1P1,ZMIZ2,5.941059058614835
CETP,NR1D2,4.721722252318431
CETP,TP53RK,3.109317726249843
CFAP410,TP53RK,4.656424331946975
CFAP410,ZMIZ2,5.467101829445172
CFAP43,ZMIZ2,3.9338969048046106
CFAP44,ZMIZ2,5.707046637696889
CFAP70,PSMD1,3.162401222244287
CFAP74,PSMD1,3.0870796749376757
CFLAR,PRKDC,5.106468620675451
CGRRF1,RGS18,3.3604850830073447
CHD3,ZMIZ2,4.13132263434127
CHEK1,CDC25B,3.3171515781315692
CHEK1,PYGL,3.7306554435172345
CHEK1,SMARCD2,3.55550114045166
CHEK2,GPSM2,4.063548502552168
CHEK2,P2RY8,4.843301558509922
CHEK2,ZNF133,3.933282483462304
CHEK2,ZNF138,5.581118309231825
CHIA,ZMIZ2,4.688178799760729
CHIT1,ZMIZ2,5.251328821049207
CHL1,UBAP2L,5.76530196447694
CHN1,EDEM1,3.711427377683218
CHP1,DGKZ,5.945189379279431
CHP1,IGFBP6,5.852680714407841
CHP1,IMPA2,4.189066194967828
CHP1,MYNN,5.3241334622372865
CHP1,POLR3K,5.313721160712006
CHP1,RRP1B,4.295563035455801
CHP1,TXNL4B,4.987060422870131
CHP1,ZNF138,4.493155948091116
CHRNA10,NCOR2,5.801369547014135
CHRNB1,ZNF138,3.731613657763765
CHRNB2,CBS,5.437383940194625
CHUK,ZMIZ2,4.413309377416487
CIAO3,GOLIM4,4.027582899901302
CIAO3,PMS2P3,4.259758062546545
CIAO3,SESN1,4.72689033000222
CIAO3,TBC1D15,3.591358609258421
CIAO3,TIMP1,4.245076958638782
CIAO3,VPS26A,3.772763115725266
CIITA,ZMIZ2,5.00931430085166
CIR1,ZMIZ2,5.74448505979013
CIRBP,ACADSB,5.160462304773135
CIRBP,HIC2,3.6414167475884684
CLDN14,COG4,4.850857780311074
CLEC4M,ACO2,3.593649481833102
CLEC7A,TSTA3,5.574873916432536
CLIP3,NCOR2,5.728876497520369
CLNS1A,CYP1B1,4.5053898152333405
CLPX,CBS,3.160239619730629
CLPX,CCND3,5.516308682564244
CLPX,CLTC,4.43864946560136
CLPX,CYP1B1,3.106368548268558
CLPX,EDN1,3.1645403347244354
CLPX,ROS1,3.7236001587522796
CLPX,SIM2,5.36004583111124
CLPX,TBP,5.1679001748294375
CLPX,TNFSF4,4.868331189371343
CLPX,ZMIZ2,5.551768606655265
CNGB3,PSMD1,3.235342946600332
CNOT4,BCLAF1,3.70693865799727
CNOT4,CAPNS2,4.8634263077909505
CNOT4,COG4,3.947975243287911
CNOT4,COPZ1,3.7487232530459638
CNOT4,DDX39B,4.7773369141692985
CNOT4,DROSHA,5.8544842028799025
CNOT4,ETV1,4.6596494673273625
CNOT4,HUS1,4.720199623231144
CNOT4,IL23R,5.837307225841323
CNOT4,KAT2B,3.4690675440165446
CNOT4,KRT8,5.641022654450482
CNOT4,NAA50,3.7084372055923085
CNOT4,PRKDC,4.18418020520486
CNOT4,TBP,4.44552267362895
CNOT4,TGFA,4.843609758850622
CNOT4,WHSC1,5.332253812821934
CNOT4,WWOX,5.061513300044013
CNPY3,CENPE,4.9720255655398695
CNPY3,PRKDC,5.39899797471219
CNPY3,UBAP2L,4.101929367805312
CNPY3,ZMIZ2,4.054703613996868
CNTRL,GPR84,3.1625607028654756
CNTRL,ZMIZ2,4.647906161716743
COBL,APOH,4.4671642714805335
COBL,CLPP,3.8375494685830107
COBL,CNOT7,4.38989891938549
COBL,DIABLO,3.21880006860628
COBL,DLX3,5.155014180886474
COBL,ECSIT,3.796671632895777
COBL,GNG5,3.6170262180343973
COBL,GPR84,5.3984357588513445
COBL,HRH1,3.4662755772314164
COBL,IL2RB,4.629149650326101
COBL,IRF1,5.55791805591542
COBL,LAMP2,3.6549539382810865
COBL,MRGPRX1,5.172462377512443
COBL,NFATC3,3.0757446686781895
COBL,PRKCQ,5.1222348497196695
COBL,PSMA1,4.331248753495043
COBL,QARS,3.5406563196678227
COBL,RUVBL2,4.76158319149221
COBL,SF1,5.618655825864865
COBL,SF3B1,4.111335597968198
COBL,SRPK1,4.105174321012703
COBL,TCEB3C,5.225014606539974
COBL,TOLLIP,5.467462107017303
COBL,TRAF5,5.32515902491061
COG5,TMEM109,4.581575025574891
COG7,TOMM34,5.265721683413085
COL11A1,ACO2,3.0889094741089536
COL11A1,AK2,5.063463806914202
COL11A1,AKAP1,3.7156815238491827
COL11A1,ALDH5A1,3.263911081742919
COL11A1,ANKRD10,3.0258938589806346
COL11A1,ANO10,4.784430630767039
COL11A1,ANXA1,4.710256512862204
COL11A1,ARID4B,3.667460481583104
COL11A1,ARID5B,5.692307669058394
COL11A1,ARNT2,5.466716119255102
COL11A1,BAZ2B,5.225820799265336
COL11A1,BBS9,4.310601570768401
COL11A1,BCL7B,4.220828185907126
COL11A1,BHLHE40,3.3553597873552046
COL11A1,C19ORF10,3.616058181751616
COL11A1,CD83,4.7743804972494015
COL11A1,CHCHD7,3.661070344019928
COL11A1,CNPY3,4.036799753413184
COL11A1,COG4,4.013147337185392
COL11A1,COQ3,5.968981001956875
COL11A1,CRADD,4.769097628739829
COL11A1,CTNNAL1,5.324433602485472
COL11A1,CYCS,5.598277307033614
COL11A1,DHCR7,3.829055526632262
COL11A1,DLGAP5,5.252947516532048
COL11A1,ELK1,4.82441817600991
COL11A1,EML3,5.535436501022405
COL11A1,ERCC3,5.3292431775166715
COL11A1,FABP4,4.396707091956585
COL11A1,FAM114A2,5.08609267639658
