gene1,gene2,weight
ACTA2,NFKB1,5.986652489500205
ACTA2,NFKB2,4.10747263629044
ACTA2,NRBP2,4.250884950404135
ACTA2,PLPPR2,3.2555089260876415
ACTA2,PPFIA2,4.475234476256558
ACTA2,SCAND2P,4.983061482693758
ACTA2,SLC39A8,3.6158684304331525
ACTA2,SS18L2,3.763278271883774
ACTA2,TNNC1,5.892237424458495
ACTA2,UBOX5,3.4151446153808998
ACTA2,ZBTB46,3.124045920143848
ACTA2,ZNF672,5.939909042385976
ACTC1,DIXDC1,5.678164006505514
ACTC1,KRT38,5.61115812702143
ACTC1,LILRA3,3.0436067229922763
ACTC1,PPFIA3,3.493553016985076
ACTC1,TSPAN12,3.9245731916683377
ACTC1,UBL4A,4.934802542411678
ACTL7B,PSMD1,4.016235379910473
ACTN2,IGSF3,4.785894482373857
ACTN3,ACACA,5.91341010287462
ACTN3,ALCAM,5.58922592318911
ACTN3,CCNH,3.9921573328692324
ACTN3,GPR182,3.387777351220839
ACTN3,HBB,3.603296261842355
ACTN3,IL18R1,4.251924275394725
ACTN3,KPNA6,5.355964301026361
ACTN3,NCAM1,4.213412401461884
ACTN3,NDFIP1,4.019615676137031
ACTN3,NOCT,5.155647945167075
ACTN3,RPS6KL1,4.150731714167205
ACTN3,SNTB1,3.9701953629472233
ACTN3,TNFRSF4,4.723827795058288
ACTN3,TXNL1,3.3786658142413173
ACTN3,USB1,5.634020393776758
ACTR2,PPFIA3,4.474533029831645
ACVR2B-AS1,AKAP9,3.1525256960347217
ADA,NRBP2,5.083974685739486
ADA2,ADO,3.698616954350259
ADA2,GPR133,3.192338638254609
ADA2,PRG2,3.523273712829491
ADA2,TAS2R13,5.806092862114241
ADA2,TBXA2R,5.677623405658286
ADAM11,PPFIA3,4.69873851708636
ADAM2,NRBP2,5.508992393675498
ADAM8,APOC3,5.067077373605171
ADAM8,DLX2,3.527151075006281
ADAM8,GPR153,5.172949619921406
ADAM8,MECOM,3.4472404251389244
ADAM8,NR1H3,4.999855851835335
ADAM8,PANK3,5.053572975633028
ADAM8,PPFIA3,5.9707275551575005
ADAM8,PPP6R3,4.484307582801583
ADAM8,PRMT8,3.2656038532715677
ADAM8,THOC7,5.273515263961173
ADAM8,TSPAN12,5.566156392658696
ADAM8,TUBB2C,5.641230067608319
ADAM8,UBL4A,5.620291105371614
ADAM8,ZNF204P,4.299731034246857
ADAM8,ZNF652,4.02522713193564
ADAMTS1,PSMD1,4.540395071764994
ADAMTS5,POLR2A,5.377728108769654
ADAP1,PSMD1,4.058195870338196
ADARB2,GCA,5.993860716149449
ADARB2,LHX4,5.281603974670207
ADARB2,POM121L2,3.6173357036057254
ADARB2,SNRPD2,3.099522732414237
ADARB2,SUPT7L,5.428834823928412
ADARB2,SUV39H2,5.35306383242281
ADCY10,PPFIA3,4.429572445355592
ADCY7,AK5,3.3431435182239713
ADCY8,AKAP9,5.858012806971997
ADCY9,AK5,4.829285777160587
ADCY9,PPFIA2,3.2595212947267784
ADGRB1,GPR12,3.0399548392099045
ADGRE2,CD99,3.100371826422908
ADGRE2,PET112,5.507469142790063
ADGRF1,GPR63,3.326024170718342
ADGRF1,OXT,3.027543219004144
ADGRF1,PLPPR2,3.2857687793475057
ADGRF1,SLC25A31,4.22659599435411
ADH1B,ABL1,5.688737170967755
ADH1B,ACKR4,4.145348726349956
ADH1B,ADH1B,5.069158229796461
ADH1B,ANKRD40CL,4.195740860406408
ADH1B,ANKZF1,4.140511771953637
ADH1B,ANXA5,3.5044080133624935
ADH1B,ARMH3,4.266413909796919
ADH1B,BCL2L11,4.365193449593822
ADH1B,BCL7A,4.037858490640238
ADH1B,BLM,3.968345175116501
ADH1B,BLVRA,5.523304758583615
ADH1B,CA14,3.8571379005455073
ADH1B,CBS,4.731211032904078
ADH1B,CDC25B,3.257779377554042
ADH1B,CDCP1,5.082922659048247
ADH1B,CENPF,4.653259200733871
ADH1B,COPZ2,4.343973879492704
ADH1B,CRKL,3.727234842789393
ADH1B,DDX43,4.006077914160293
ADH1B,DHX16,5.433668172528693
ADH1B,ELK1,4.798364220745678
ADH1B,EPB41,4.41938814066607
ADH1B,GATAD1,4.152548813521573
ADH1B,GLO1,5.426277276795452
ADH1B,GNAI1,5.528041021625368
ADH1B,GYS2,3.0056433519509103
ADH1B,HOXB5,5.056548320758329
ADH1B,IRAK3,4.858617834826117
ADH1B,KCNA2,4.569702643412773
ADH1B,KDM4D,3.9199173125968714
ADH1B,LRPPRC,5.498064176536449
ADH1B,LTBP2,5.455770955225974
ADH1B,MAPKAPK5,3.0380280602335263
ADH1B,MARCHF7,3.0756956685443173
ADH1B,MGAT1,5.771976643691699
ADH1B,MT3,4.074381895279778
ADH1B,MTA2,4.209745129482001
ADH1B,NDRG4,5.92906202045117
ADH1B,NDUFB4,3.2253975909476456
ADH1B,NPAS3,3.046830621949846
ADH1B,NRDE2,5.752668697460142
ADH1B,PIP4K2B,4.0462652342073735
ADH1B,PRR15L,5.521967225527521
ADH1B,PTPN7,5.126190733356924
ADH1B,PVT1,4.629215908253395
ADH1B,RAB11FIP3,3.3954486965981228
ADH1B,RBM25,4.16904988551897
ADH1B,RPS28,4.255723099246264
ADH1B,SECISBP2L,4.297344035052293
ADH1B,SLC26A6,4.673445545962775
ADH1B,SMAD9,5.981695331320647
ADH1B,SPTAN1,5.568446724265209
ADH1B,SSBP4,5.4418371850259195
ADH1B,TFPI2,5.451711997126875
ADH1B,TM7SF3,3.3696886983189613
ADH1B,TRAPPC6A,3.074271543976152
ADH1B,TTYH1,5.53692739097723
ADH1B,USP29,4.414482219634795
ADH1B,XKR8,5.2783747739824385
ADH1B,YWHAH,3.80583500891097
ADH6,ADH6,5.674701168493398
ADH6,BMP4,4.974263657103641
ADH6,CDK2,5.259413190353251
ADH6,FGF23,4.642979401682296
ADH6,GLO1,5.165109901906003
ADH6,GPR50,4.910764799838128
ADH6,GSTM3,4.268629683435104
ADH6,PON1,3.181616298672239
ADH6,PTPRA,3.713398488332861
ADH6,SPAG7,4.900540810474965
ADH6,SPIN1,3.1094497315286533
ADH6,TMCC1,5.4494186483274865
ADH6,ZNF596,5.330379098939595
ADIRF,APOA4,3.111307276794399
ADIRF,ATG2B,5.128307000188838
ADIRF,BAP1,3.1220964189607834
ADIRF,BUD31,5.8358119156039265
ADIRF,ERBB3,3.0587443453211507
ADIRF,FZD5,5.6014769416234245
ADIRF,HOXC10,3.175625208492407
ADIRF,HSD17B4,4.621054824518762
ADIRF,IL9R,4.232717219419705
ADIRF,MATN2,3.515291821502304
ADIRF,NEBL,3.2680516857868263
ADIRF,PKD2,3.3472512922640303
ADIRF,PLEKHA5,3.254411036777298
ADIRF,PPFIA3,3.6047683222507456
ADIRF,SP1,3.205931283246576
ADIRF,UNC50,4.956733227027351
ADIRF,ZBTB48,3.274900921008567
ADNP,ELMO2,3.544675760314949
ADNP,MYO3A,4.098367336598272
ADNP,NEU3,4.7889654374866435
ADNP,NIPA2,5.3681311678537975
ADNP,NPLOC4,4.192195506495209
ADNP,PDLIM5,4.063674149594138
ADNP,PPP1R12B,3.8928254059817697
ADNP,PPP4R4,4.7115667714198946
ADNP,UBP1,5.258045397490329
ADNP,ZC3H15,5.9327174112345125
ADNP2,DIXDC1,5.667516265764148
ADNP2,PPFIA3,5.345303684065064
ADRA2C,CNOT4,4.014533414717947
ADRA2C,FOXL2,4.485053388090846
ADRA2C,MPI,4.553316878469301
ADRA2C,NRTN,5.093915262903445
ADRA2C,OAS3,4.4752689139901385
ADRA2C,SDS,4.557226069933121
ADRA2C,ZNF785,4.009949278879355
ADRB1,AK5,3.6705098012360753
ADRB1,NRBP2,5.367079677509643
ADRB2,HOXD13,5.743282546755759
ADRB2,LPAR4,3.1233278220035925
ADRB2,PSMD1,3.0917434768085688
ADRB2,RAB22A,5.066909673428465
ADRB2,USB1,4.106946971095481
ADSS,HMGN5,3.796493056525777
ADSS,NDUFB4,4.551124816935878
ADSS,NEDD8,4.435403382186684
ADSS,NRGN,5.803796228293262
ADSS,PPM1D,3.417681738759193
ADSS,RDH16,3.810874822598631
AES,AKAP9,3.9233741379754905
AFAP1,NRBP2,5.343396888016825
AGFG2,APOBEC3F,3.389111208322406
AGFG2,ATF3,4.8036039470704885
AGFG2,HCP5,3.3801039262163908
AGFG2,HIVEP1,3.4462570198913416
AGFG2,IRGQ,4.190705539847279
AGFG2,MED13L,5.22045905221448
AGFG2,MICALL2,3.982773788919914
AGFG2,MRPL17,4.735004940139371
AGFG2,NEU3,5.9363093913642055
AGFG2,RRH,3.0361640810524397
AGFG2,SCAF8,5.93311212517534
AGO4,AK5,5.612216375079848
AGPAT4,ABCC2,4.223256675651852
AGPAT4,ABCC3,4.641407546940666
AGPAT4,ACADL,3.2030056116352705
AGPAT4,ACADM,5.781934099119773
AGPAT4,ACADS,5.065911603000399
AGPAT4,ACOT8,4.631789907160587
AGPAT4,ADRA2A,4.658033087661311
AGPAT4,ADRB3,5.477565510515154
AGPAT4,AGTR2,5.2027161021163675
AGPAT4,AIRE,4.4746936217327296
AGPAT4,AKR1C3,4.594933327268637
AGPAT4,ALDH4A1,5.250787547431222
AGPAT4,ANKRD36,5.639237680582525
AGPAT4,ANKS1A,5.499963275798088
AGPAT4,APPL1,3.552994354096501
AGPAT4,ARF4,4.274798961747876
AGPAT4,ASCC1,4.785787883938049
AGPAT4,ATP1A1,3.6628505683925763
AGPAT4,ATP1A2,4.574376823633025
AGPAT4,ATP1B4,4.861298673507676
AGPAT4,AUP1,4.5096687898791314
AGPAT4,BATF,5.795602831597565
AGPAT4,C6,5.6523331789191955
AGPAT4,CACNA1E,3.0784609256639857
AGPAT4,CALU,5.641819419257812
AGPAT4,CCL2,4.116367032607071
AGPAT4,CCNG2,5.205526186081037
AGPAT4,CD3E,4.6318540525130505
AGPAT4,CHAD,5.177554204068992
AGPAT4,CLK4,4.9418150970798
AGPAT4,CLMN,5.159082942344984
AGPAT4,COPA,3.5990085036566963
AGPAT4,COX5B,4.304210373701741
AGPAT4,CPEB1,5.60819873963531
AGPAT4,CPT2,4.001290926208983
AGPAT4,CREB5,4.204864217743666
AGPAT4,CREM,4.577965869236385
AGPAT4,CRKL,3.9489742796017944
AGPAT4,CRYZL1,3.275961374355864
AGPAT4,CSNK1D,5.48962919941686
AGPAT4,CSNK1E,3.272326173627471
AGPAT4,CSNK2A2,4.142668776260228
AGPAT4,CTDNEP1,4.469612692494719
AGPAT4,CTRC,4.550461257463367
AGPAT4,CUBN,4.1480571122135945
AGPAT4,CYP21A2,3.4643840885826114
AGPAT4,CYP7A1,4.217546842289054
AGPAT4,DDX50,4.529106844465003
AGPAT4,DKKL1,3.3972669953574863
AGPAT4,DNPEP,3.635435380146295
AGPAT4,DPYD,3.242881943090031
AGPAT4,E2F5,4.032914145007803
AGPAT4,EIF2AK3,3.307369850416542
AGPAT4,EIF5B,5.671615896130762
AGPAT4,EPB41,5.832656818565717
AGPAT4,EPDR1,5.818374432402891
AGPAT4,ERCC3,3.725377662181238
AGPAT4,ERI2,4.604707031768772
AGPAT4,EXOC6,3.8064899732899797
AGPAT4,F2RL2,5.630438518256435
AGPAT4,FAF1,4.180908263327864
AGPAT4,FHL2,5.727304795837606
AGPAT4,FKBP2,3.7132149968938277
AGPAT4,FKBPL,5.891448623305009
AGPAT4,FOXJ1,4.1853860164446575
AGPAT4,FRK,4.754183982854098
AGPAT4,GABPB1,3.072369986155224
AGPAT4,GALNT12,3.736515850565623
AGPAT4,GATA6,4.2930890921115274
AGPAT4,GCN1,5.860011977754651
AGPAT4,GGT5,4.348080978818388
AGPAT4,GLP1R,3.6236729307045445
AGPAT4,GNAL,5.352577839362226
AGPAT4,GNE,4.367693957140859
AGPAT4,GPR139,4.077405170769222
AGPAT4,GPR156,4.968835117839285
AGPAT4,GPR37L1,5.342304130244747
AGPAT4,HEMK1,5.013279554571605
AGPAT4,HIGD1A,4.656458547905485
AGPAT4,HJURP,3.1705250033496086
AGPAT4,HLA-DRB1,5.646142339310816
AGPAT4,ICAM4,5.694633813910172
AGPAT4,ICE1,3.3394507482442037
AGPAT4,IER2,4.019768103073364
AGPAT4,IFFO1,4.4701975835800365
AGPAT4,IGSF3,3.843203043477334
AGPAT4,IL13RA1,4.087181568694392
AGPAT4,IL15,5.1706108755595395
AGPAT4,IL20,5.774736626921967
AGPAT4,INAVA,5.3844661774007285
AGPAT4,INPP5B,3.8775046990869764
AGPAT4,IRGM,3.089159731713907
AGPAT4,IRX4,5.996257469342725
AGPAT4,ISYNA1,3.2176997355669252
AGPAT4,KIR2DL3,3.1358264809524123
AGPAT4,KRT37,4.059716192589033
AGPAT4,LAIR1,3.561716367699118
AGPAT4,LILRB1,4.458057609370152
AGPAT4,LPL,5.6385102474651685
AGPAT4,LZIC,4.656735249774448
AGPAT4,MCCC1,4.942523285702475
AGPAT4,MCOLN1,3.386204053661884
AGPAT4,MGAT4C,4.972957043417198
AGPAT4,MLYCD,5.420918019136833
AGPAT4,MTA2,4.446082838165822
