gene1,gene2
STAT5A,MAGI2
STAT5A,MAP2
STAT5A,MAP3K4
STAT5A,MAP3K9
STAT5A,MAP7
STAT5A,MAP7D3
STAT5A,MAPK8
STAT5A,MAPK8IP1
STAT5A,MARK1
STAT5A,MBD5
STAT5A,MCC
STAT5A,MCTP2
STAT5A,MED14
STAT5A,MED23
STAT5A,MED24
STAT5A,MIA3
STAT5A,MKI67
STAT5A,MMP9
STAT5A,MPHOSPH9
STAT5A,MTR
STAT5A,MUC4
STAT5A,MUC6
STAT5A,MXRA5
STAT5A,MYH10
STAT5A,MYH3
STAT5A,MYO1F
STAT5A,MYO3A
STAT5A,MYO9A
STAT5A,NAALAD2
STAT5A,NAALADL1
STAT5A,NAP1L2
STAT5A,NAP1L3
STAT5A,NBAS
STAT5A,NBEA
STAT5A,NCAM2
STAT5A,NCKAP1L
STAT5A,NDST3
STAT5A,NID1
STAT5A,NLGN1
STAT5A,NLGN4Y
STAT5A,NPAP1
STAT5A,NPAS3
STAT5A,NPHP4
STAT5A,NPR2
STAT5A,NPY2R
STAT5A,NRAS
STAT5A,NRXN1
STAT5A,NUP188
STAT5A,OLFML2B
STAT5A,OPRM1
STAT5A,OTOF
STAT5A,P2RY10
STAT5A,PAH
STAT5A,PAPPA
STAT5A,PAPPA2
STAT5A,PASD1
STAT5A,PCBP1
STAT5A,PCDH11X
STAT5A,PCDH17
STAT5A,PCDH7
STAT5A,PCDHA2
STAT5A,PCDHB1
STAT5A,PCDHB12
STAT5A,PCDHB3
STAT5A,PCDHB8
STAT5A,PCDHGA1
STAT5A,PCLO
STAT5A,PDYN
STAT5A,PEG10
STAT5A,PEG3
STAT5A,PIK3C2G
STAT5A,PIK3CA
STAT5A,PLCE1
STAT5A,PLCG2
STAT5A,PLEKHA5
STAT5A,PLEKHA8P1
STAT5A,PLXNA1
STAT5A,PLXNC1
STAT5A,POSTN
STAT5A,POU4F2
STAT5A,PPFIA2
STAT5A,PPM1E
STAT5A,PPP2R2C
STAT5A,PRDM5
STAT5A,PRDM9
STAT5A,PREX2
STAT5A,PRG4
STAT5A,PRKD1
STAT5A,PSD
STAT5A,PSG1
STAT5A,PSG3
STAT5A,PTENP1
STAT5A,PTH2R
STAT5A,PTPRT
STAT5A,PTPRZ1
STAT5A,PUM1
STAT5A,PZP
STAT5A,RAD50
STAT5A,RAPGEF4
STAT5A,RASGRP3
STAT5A,RBMS3
STAT5A,RELN
STAT5A,RET
STAT5A,RFC1
STAT5A,RFX6
STAT5A,RIF1
STAT5A,RIMS2
STAT5A,RNF145
STAT5A,RPGRIP1
STAT5A,RPGRIP1L
STAT5A,RUNX1T1
STAT5A,RYR1
STAT5A,RYR2
STAT5A,RYR3
STAT5A,SACS
STAT5A,SALL1
STAT5A,SCAF4
STAT5A,SCG2
STAT5A,SCN2A
STAT5A,SEC31A
STAT5A,SEL1L3
STAT5A,SETD2
STAT5A,SH3PXD2A
STAT5A,SHCBP1L
STAT5A,SI
STAT5A,SLC12A1
STAT5A,SLC1A6
STAT5A,SLC4A10
STAT5A,SLIT2
STAT5A,SLK
STAT5A,SMAD2
STAT5A,SMAD4
STAT5A,SOCS6
STAT5A,SOS1
STAT5A,SOX5
STAT5A,SOX9
STAT5A,SPTA1
STAT5A,SRGAP3
STAT5A,STAG1
STAT5A,STXBP5L
STAT5A,SYCP2
STAT5A,SYNJ1
STAT5A,TAF2
STAT5A,TCHH
STAT5A,TDRD3
STAT5A,TECPR2
STAT5A,TENM1
STAT5A,THOC2
STAT5A,TIAM2
STAT5A,TMCO3
STAT5A,TMEM2
STAT5A,TNN
STAT5A,TNNI3K
STAT5A,TP53
STAT5A,TP63
STAT5A,TPTE
STAT5A,TRIM24
STAT5A,TRPM1
STAT5A,TRPM3
STAT5A,TRRAP
STAT5A,TSHR
STAT5A,TSSK1B
STAT5A,TTK
STAT5A,TUSC3
STAT5A,UBE3A
STAT5A,UGGT1
STAT5A,UNC13A
STAT5A,UNC5C
STAT5A,VCAN
STAT5A,VEGFC
STAT5A,WDHD1
STAT5A,XDH
STAT5A,YME1L1
STAT5A,YTHDC1
STAT5A,ZBBX
STAT5A,ZFYVE16
STAT5A,ZNF208
STAT5A,ZNF304
STAT5A,ZNF385D
STAT5A,ZNF454
STAT5A,ZNF493
STAT5A,ZNF521
STAT5A,ZNF528
STAT5A,ZNF585A
STAT5A,ZNF658
STAT5A,ZNF835
STAT5A,ZSCAN1
STAT5B,HTR1A
STAT5B,RXFP3
STAT5B,SOX9
STAT5B,TP53
STAT5B,ZMYM3
STAT6,RYR2
STAU1,KIF21B
STAU1,RYR2
STAU1,SOX11
STC1,ACACB
STC1,ADCY2
STC1,AKAP12
STC1,ANKRD11
STC1,ARAP1
STC1,ATP2B3
STC1,CACNA2D3
STC1,CARD11
STC1,CIC
STC1,CNTNAP2
STC1,COL18A1
STC1,CROCC
STC1,DOCK9
STC1,DPP6
STC1,DUSP22
STC1,DYNC2H1
STC1,EDNRB
STC1,EHMT2
STC1,EPHA6
STC1,EPHB1
STC1,ERBB3
STC1,FBXW7
STC1,FLRT2
STC1,FRMPD1
STC1,FRMPD4
STC1,GRM6
STC1,GTF3C1
STC1,HECW1
STC1,HERC2
STC1,HYDIN
STC1,IL1RAPL2
STC1,KCNJ2
STC1,KIF1A
STC1,KMT2A
STC1,KMT2B
STC1,LAMA1
STC1,MAGEC3
STC1,MAP3K4
STC1,MARK1
STC1,MED12
STC1,MPDZ
STC1,MUC5B
STC1,NAV2
STC1,NID2
STC1,NRXN1
STC1,NTM
STC1,NUP205
STC1,OBSCN
STC1,OPCML
STC1,PCDH17
STC1,PCLO
STC1,PIK3CA
STC1,PIK3R1
STC1,PKD1
STC1,PLXNA1
STC1,PLXNA2
STC1,POU3F2
STC1,PPFIA2
STC1,PRUNE2
STC1,PTEN
STC1,RELN
STC1,RYR2
STC1,RYR3
STC1,SETD1B
STC1,SIGLEC1
STC1,SLITRK5
STC1,SOX11
STC1,SOX9
STC1,SPTA1
STC1,SRCAP
STC1,STAB2
STC1,SYNE1
STC1,TENM1
STC1,TENM4
STC1,TET3
STC1,TNIK
STC1,TP53
STC1,TPO
STC1,TRIM9
STC1,TRIO
STC1,TTC28
STC1,VCAN
STC1,ZNF646
STC2,ADAM12
STC2,ADAMTSL4
STC2,ADCY1
STC2,ADCY2
STC2,AHNAK2
STC2,ARFGEF2
STC2,ASTN2
STC2,ATP10A
STC2,ATP2B3
STC2,BCL9
STC2,BCOR
STC2,BNC1
STC2,BSN
STC2,CACNA1A
STC2,CARD11
STC2,CD209
STC2,CDH12
STC2,CDH9
STC2,CIT
STC2,CNTN5
STC2,COL6A2
STC2,CPS1
STC2,CSNK1A1L
STC2,DCLK1
STC2,DCT
STC2,DENND3
STC2,DICER1
STC2,DUSP22
STC2,DYNC2H1
STC2,ECE2
STC2,EIF4G1
STC2,EPHA7
STC2,FAM110B
STC2,FAT4
STC2,FBXW7
STC2,FLRT2
STC2,FN1
STC2,GABRG1
STC2,GALNT14
STC2,GLI3
STC2,GREB1
STC2,GRIA2
STC2,GRIK5
STC2,GRM7
STC2,GRM8
STC2,HECW1
STC2,HELZ
STC2,HERC2P3
STC2,IGSF9B
STC2,IL1RAPL2
STC2,INTS1
STC2,ITGB4
STC2,KALRN
STC2,KIAA1109
STC2,KIF13B
STC2,KIF16B
STC2,KMT2B
STC2,LAMA2
STC2,LAMA3
STC2,LRP1B
STC2,LRRK1
STC2,LTBP1
STC2,MACF1
STC2,MAF
STC2,MAGEC1
STC2,MAGEC3
STC2,MAP4K4
STC2,MCC
STC2,MED12L
STC2,MKI67
STC2,MUC16
STC2,MYLK
STC2,NEB
STC2,NES
STC2,NFASC
STC2,NRAS
STC2,NUP210
STC2,NUP214
STC2,OPCML
STC2,PCBP1
STC2,PCDH8
STC2,PCDHA10
STC2,PCDHA3
STC2,PCDHB8
STC2,PCSK5
STC2,PDE4DIP
STC2,PEG3
STC2,PHACTR1
STC2,PIK3CA
STC2,PKD1
STC2,PLEC
STC2,POLRMT
STC2,PPFIA2
STC2,PPL
STC2,PPP6R2
STC2,PTPRT
STC2,RELN
STC2,RET
STC2,RIMS1
STC2,RYR2
STC2,RYR3
STC2,SLC24A2
STC2,SLC4A3
STC2,SMAD4
STC2,SOX9
STC2,SVEP1
STC2,SVIL
STC2,SYNE1
STC2,TCF7L2
STC2,TG
STC2,TLE4
STC2,TMEM2
STC2,TMPRSS15
STC2,TNC
STC2,TP53
STC2,TRIM13
STC2,TRIM24
STC2,UBE4B
STC2,URB1
STC2,VPS13B
STC2,WWP1
STC2,ZFYVE26
STC2,ZNF345
STC2,ZNF385D
STC2,ZNF638
STEAP1B,TP53
STEAP3,ABCA5
STEAP3,KCNQ3
STEAP3,KDM5A
STEAP3,KIAA1009
STEAP3,OBSL1
STEAP3,OPRM1
STEAP3,PIWIL1
STEAP3,PLXNA1
STEAP3,RYR3
STEAP3,SCN1A
STEAP3,SLITRK5
STEAP3,SORL1
STEAP3,ZNF638
STEAP4,SOX9
STIL,SOX9
STIM1,ADAMTS1
STIM1,AHDC1
STIM1,ANO2
STIM1,ATP4A
STIM1,COL2A1
STIM1,CTNNBL1
STIM1,DAPK1
STIM1,ENPEP
STIM1,ERBB4
STIM1,ERN2
STIM1,FLG
STIM1,GABBR1
STIM1,GRID2
STIM1,INHBA
STIM1,KCNH1
STIM1,KSR2
STIM1,LAMA5
STIM1,LAMC3
STIM1,MAP2K7
STIM1,MYO5A
STIM1,NPAP1
STIM1,NRAS
STIM1,PAXBP1
STIM1,POP1
STIM1,SLC13A3
STIM1,SORBS2
STIM1,SOX9
STIM1,SPTB
STIM1,TAOK3
STIM1,TIE1
STIM1,TP53
STIM1,TPTE
STIM1,USH2A
STIM1,ZBTB20
STIM1,ZNF462
STIP1,NRAS
STIP1,TCF7L2
STIP1,TP53
STK10,MAP2K7
STK10,NFASC
STK17A,SOX9
STK17B,SOX9
STK25,ABCA3
STK25,GRM7
STK25,SOX9
STK25,TP53
STK3,ABCA8
STK3,ATP4A
STK3,ATP7A
STK3,GSE1
STK3,HDAC4
STK3,KRT6A
STK3,MAP7D1
STK3,MAST2
STK3,NRAS
STK3,PAH
STK3,SCN9A
STK3,SOX9
STK3,TP53
STK3,VCAM1
STK32B,ARID1A
STK32B,CACNB4
STK32B,CNKSR2
STK32B,CROCC
STK32B,DCHS1
STK32B,DHX34
STK32B,FLNA
STK32B,GRM6
STK32B,HIC2
STK32B,HNF1A
STK32B,MAP3K14
STK32B,MYH6
STK32B,OPRM1
STK32B,PLXNA1
STK32B,RBM10
STK32B,RYR1
STK32B,RYR3
STK32B,SLC1A6
STK32B,SOX9
STK32B,TGIF1
STK32B,TICAM1
STK32B,TNXB
STK32B,TP53
STK33,SOX9
STK36,MAP2K7
STK38L,SOX9
STK4,ADAMTS5
STK4,AR
STK4,ATAD2B
STK4,CEP164
STK4,CSF3R
STK4,DDX58
STK4,DROSHA
STK4,EMR1
STK4,FBXO40
STK4,GABRB3
STK4,GLB1L2
STK4,GLI3
STK4,ING1
STK4,JADE1
STK4,KIF1A
STK4,MAP2K4
STK4,MLH1
STK4,NELL2
STK4,NRAS
STK4,PCDH15
STK4,PIK3C2B
STK4,PPP6R2
STK4,RBP3
STK4,RNF145
STK4,RYR2
STK4,SMG1
STK4,SOX9
STK4,SPAG16
STK4,SRCAP
STK4,TLL2
STK4,TP53
STK4,TRPV6
STK4,ZEB2
STK4,ZNF609
STMN4,ABCA2
STMN4,ARID1A
STMN4,SOX9
STOML1,SOX9
STOML1,TP53
STOML2,TP53
STRA6,EPHB1
STRA6,SOX9
STRA6,TP53
STRADA,PEG3
STRADA,RYR1
STRADA,SOX9
STRAP,TP53
STRN4,SOX9
STRN4,TP53
STS,AASS
STS,ABCA12
STS,ADCY9
STS,AKAP12
STS,ALOX12B
STS,AR
STS,ATP7A
STS,ATRNL1
STS,B2M
STS,CABIN1
STS,CACNA1H
STS,CACNA2D3
STS,CCT8L2
STS,CDH6
STS,CELSR1
STS,CILP
STS,CNOT1
STS,CNTNAP2
STS,CUBN
STS,DDX58
STS,DHX57
STS,DICER1
STS,DPP6
STS,DSCAM
STS,EPHB1
STS,EPPK1
STS,FAM135A
STS,FBN1
STS,FBXW7
STS,GABRB3
STS,GRIN3A
STS,IL1RAPL2
STS,ITGA10
STS,ITIH1
STS,KIAA0408
STS,KIF26B
STS,LILRB5
STS,MEGF6
STS,MKRN3
STS,MME
STS,NAV3
STS,NCOA2
STS,NELL1
STS,NOTCH2
STS,NRG1
STS,OPLAH
STS,OPRM1
STS,PAX3
STS,PCDH9
STS,PCDHA5
STS,PCDHB13
STS,PCDHB8
STS,PCM1
STS,PIK3CA
STS,PRKCG
STS,PRKCI
STS,PRUNE2
STS,QKI
STS,RIMS2
STS,ROBO1
STS,SHROOM2
STS,SLIT2
STS,SMAD4
STS,SOX9
STS,SPTA1
STS,SPTAN1
STS,STAB1
STS,STAT1
STS,TBX3
STS,TENM1
STS,TIAM1
STS,TLE4
STS,TNKS2
STS,TP53
STS,TRAK1
STS,TRPC5
STS,VCAN
STS,VPS13D
STS,WSCD2
STS,ZFPM2
STS,ZNF536
STS,ZNF91
STUB1,ABCC1
STUB1,AKAP12
STUB1,ANK2
STUB1,GRM7
STUB1,KIAA1549L
STUB1,NPAP1
STUB1,OPRM1
STUB1,PCDHA9
STUB1,RYR3
STUB1,SOX9
STUB1,STAB2
STUB1,TNXB
STUB1,TOP2B
STUB1,TPO
STUB1,TPR
STUB1,TRPS1
STUB1,VCAN
STX11,ABCA3
STX11,ASTN2
STX11,CC2D1A
STX11,CENPE
STX11,DNM2
STX11,KCNQ3
STX11,PCOLCE2
STX11,PLA2R1
STX11,SLC6A2
STX11,TGIF1
STX11,UBN1
STX17,LAMA5
STX17,PIK3CA
STX17,SOX9
STX18,RYR2
STX18,TENM4
STX1A,MYO5A
STX1A,NFASC
STX1A,PLXNC1
STX1A,PREX2
STX1A,RYR1
STX1A,SOX9
STX1A,SYNE1
STX1A,THBS2
STX2,DNM3
STX2,DPP6
STX2,DPYD
STX2,FRMPD4
STX2,KDR
STX2,KIF13A
STX2,LRP1
STX2,NFASC
STX2,SYNE1
STX2,VCAN
STX3,TP53
STX4,ABCA1
STX4,ABCA6
STX4,ARID1A
STX4,CD1E
STX4,DPYD
STX4,DSPP
STX4,FRMPD4
STX4,NIN
STX4,PLEKHA6
STX4,PLG
STX4,PREX2
STX4,TGIF1
STX6,PIK3CA
STX7,ASTN2
STX7,EHMT2
STX7,KMT2B
STX7,MUC5B
STX7,SOX9
STX7,TET3
STX7,TNRC6B
STX7,TP53
STX8,SOX9
STXBP1,ABCA2
STXBP1,AKAP12
STXBP1,ARHGAP33
STXBP1,ARHGEF1
STXBP1,ASIC4
STXBP1,ASTN2
STXBP1,ATP2B3
STXBP1,AXIN2
STXBP1,BCORL1
STXBP1,CAMTA2
STXBP1,CCDC40
STXBP1,CELSR3
STXBP1,DCHS2
STXBP1,EPHB1
STXBP1,FANCA
STXBP1,FASN
STXBP1,FGF12
STXBP1,FLG
STXBP1,GAK
STXBP1,GP6
STXBP1,HAS1
STXBP1,HSPG2
STXBP1,INPPL1
STXBP1,KCNAB1
STXBP1,KCNJ3
STXBP1,KCNQ3
STXBP1,KCNV1
STXBP1,KMT2A
STXBP1,LAMA5
STXBP1,LRP1B
STXBP1,MAGEC3
STXBP1,MAP2K7
STXBP1,MKRN3
STXBP1,MYO9B
STXBP1,NFATC1
STXBP1,NOD2
STXBP1,NPAS3
STXBP1,NRAS
STXBP1,PCDHA9
STXBP1,PCDHGA3
STXBP1,PITPNM1
STXBP1,PLXNA2
STXBP1,PLXNB3
STXBP1,POU3F4
STXBP1,SARDH
STXBP1,SCN9A
STXBP1,SF1
STXBP1,SHROOM2
STXBP1,SLIT3
STXBP1,SOX9
STXBP1,TP53
STXBP1,ZNF609
STXBP2,CD93
STXBP2,DCLK1
STXBP2,MAGEC1
STXBP2,NRAS
STXBP2,PCDH17
STXBP2,TP53
STXBP2,UNC5C
STXBP3,ADAM29
STXBP3,ADAMTS5
STXBP3,ALK
STXBP3,AXIN2
STXBP3,C6
STXBP3,FZD10
STXBP3,GLUD2
STXBP3,GRIA4
STXBP3,HBS1L
STXBP3,IGSF1
STXBP3,LAMA1
STXBP3,MAGEC1
STXBP3,MAP2K4
STXBP3,NBEA
STXBP3,NLRP3
STXBP3,NPAT
STXBP3,PCBP1
STXBP3,PCDH15
STXBP3,PZP
STXBP3,RIMBP2
STXBP3,SALL4
STXBP3,SOX9
STXBP3,SPTA1
STXBP3,SRCAP
STXBP3,TP53
STXBP5L,ABCA2
STXBP5L,FBRS
STXBP5L,HPS1
STXBP5L,KNOP1
STXBP5L,MAP2K7
STXBP5L,PIP5K1C
STXBP5L,RXFP3
STXBP5L,SOX9
STXBP5L,TP53
STYK1,CAMTA1
STYK1,CD209
STYK1,FRMPD4
STYK1,GLUD2
STYK1,GRIK4
STYK1,KIF21B
STYK1,MKRN3
STYK1,NBEA
STYK1,PLEKHA6
STYK1,RYR1
STYK1,SOHLH2
STYK1,TP53
STYK1,USH2A
STYXL1,SOX9
SUB1,TP53
SUCLA2,ADAMTS13
SUCLA2,SOX9
SUCNR1,PLEC
SUCNR1,SOX9
SUCNR1,TP53
SUCO,CAPN9
SUCO,CRTC1
SUCO,HIC2
SUCO,HNF1A
SUCO,MYBBP1A
SUCO,OLFML2A
SUCO,PIP5K1C
SUCO,PLEKHA6
SUCO,RBM10
SUCO,SOX9
SUCO,TP53
SUFU,SRCAP
SUFU,TP53
SUGCT,EPPK1
SUGCT,MPRIP
SUGCT,NRAS
SUGCT,PLXNB3
SUGCT,SOX9
SUGCT,TP53
SUGP1,TP53
SUGP2,SOX9
SUGP2,TP53
SULF1,EXOC7
SULF1,GSPT2
SULF1,LHX2
SULF1,MAPK4
SULF1,MVP
SULF1,PADI1
SULF1,SOX9
SULF1,TP53
SULT1A1,ARID1A
SULT1A1,HUWE1
SULT1A1,MGAM
SULT1A1,PCDH17
SULT1A1,TP53
SULT1A1,ZNF462
SULT1A2,PCDHB8
SULT1A2,TP53
SULT1C2,KIF21B
SULT1C2,MUC5B
SULT1C2,PLXNB3
SULT1C2,POLD1
SULT1C2,SOX9
SULT1C2,TP53
SULT1E1,KIF21B
SULT1E1,NRAS
SULT1E1,SOX9
SULT1E1,TP53
SULT2A1,TP53
SULT2B1,ANK2
SULT2B1,ERBB4
SULT2B1,FBXW7
SULT2B1,FLG
SULT2B1,MXRA5
SULT2B1,PCDH17
SULT4A1,AKAP13
SULT4A1,CREBBP
SULT4A1,DCHS1
SULT4A1,PREX2
SULT4A1,TENM1
SULT4A1,TP53
SUMO4,TP53
SUN1,ADAMTS7
SUN1,ARHGAP33
SUN1,ARHGEF9
SUN1,ATP11A
SUN1,AXIN2
SUN1,BTBD7
SUN1,C2CD3
SUN1,CAMTA2
SUN1,CAPN9
SUN1,CEP170B
SUN1,CLSTN3
SUN1,CTCF
SUN1,DOK5
SUN1,DSCAM
SUN1,ERBB3
SUN1,FCGBP
SUN1,FGF13
SUN1,FZD10
SUN1,GPR133
SUN1,JARID2
SUN1,KCNH2
SUN1,KCNH4
SUN1,KIAA0100
SUN1,LRRK1
SUN1,MAP3K14
SUN1,MED12
SUN1,NINL
SUN1,NRAS
SUN1,PCDHA9
SUN1,PITPNM1
SUN1,PNLDC1
SUN1,SEC16A
SUN1,SETD1A
SUN1,SF1
SUN1,SHROOM2
SUN1,SLC6A2
SUN1,SOX9
SUN1,SUPT5H
SUN1,TLR9
SUN1,TP53
SUN1,YTHDF2
SUN1,ZC3H4
SUN2,ACKR2
SUN2,ADAMTS1
SUN2,C3
SUN2,GLI3
SUN2,GRM7
SUN2,MAGEC1
SUN2,NAP1L2
SUN2,NFASC
SUN2,RCVRN
SUN2,SOX9
SUN2,TP53
SUN2,TUSC3
SUOX,DPP6
SUOX,DPYD
SUOX,DSCAM
SUOX,KDR
SUOX,KIF13A
SUOX,LRP1
SUOX,MYH6
SUOX,SOX9
SUOX,SYNE1
SUOX,TNXB
SUOX,TRPS1
SUPT16H,GPR50
SUPT16H,IGFALS
SUPT16H,MAP2K7
SUPT16H,SOX9
SUPT16H,TP53
SUPT20H,ABCD4
SUPT20H,AGPAT4
SUPT20H,CASZ1
SUPT20H,EIF4A2
SUPT20H,GRM2
SUPT20H,HNF1A
SUPT20H,HUWE1
SUPT20H,KCNG1
SUPT20H,KCNV1
SUPT20H,KHSRP
SUPT20H,NPR1
SUPT20H,PIK3CA
SUPT20H,SIN3B
SUPT20H,SLC8A2
SUPT20H,SMAD4
SUPT20H,SOX9
SUPT20H,TAF1C
SUPT20H,TNRC6B
SUPT20H,TP53
SUPT20H,ZFP36L2
SUPT3H,ABCA2
SUPT3H,ATG2A
SUPT3H,NRAS
SUPT3H,TP53
SUPT4H1,SOX9
SUPT4H1,TP53
SUPT5H,ALS2CL
SUPT5H,CCKBR
SUPT5H,CDH5
SUPT5H,FURIN
SUPT5H,HPS1
SUPT5H,IGF1R
SUPT5H,KDM6B
SUPT5H,NRAS
SUPT5H,PPP6R2
SUPT5H,RPL22
SUPT5H,SOX9
SUPT5H,TP53
SUPT6H,ABCA2
SUPT6H,DSCAM
SUPT6H,GNL2
SUPT6H,HTATSF1
SUPT6H,MTR
SUPT6H,NIN
SUPT6H,PEG3
SUPT6H,SELE
SUPT6H,SLC24A2
SUPT6H,SOBP
SUPT6H,SOX9
SUPT6H,SYMPK
SUPT6H,TGIF1
SUPT7L,ABCA2
SUPT7L,KIF1A
SUPT7L,PLXNA1
SUPT7L,PLXNB3
SUPT7L,SOX9
SUPT7L,TP53
SUSD4,MED12
SUSD4,SOX9
SUSD5,AATK
SUSD5,ABCA2
SUSD5,ACIN1
SUSD5,ANKMY1
SUSD5,ASIC4
SUSD5,CACNA1G
SUSD5,CARD11
SUSD5,CASZ1
SUSD5,CRTC1
SUSD5,CTBP2
SUSD5,EDC4
SUSD5,EPHB1
SUSD5,EPN1
SUSD5,EPS8L1
SUSD5,ESRP1
SUSD5,FASN
SUSD5,FBXL7
SUSD5,FBXW7
SUSD5,FGD2
SUSD5,FLG
SUSD5,GAK
SUSD5,GRIK3
SUSD5,GRM2
SUSD5,GTF2IRD1
SUSD5,HIP1R
SUSD5,INPPL1
SUSD5,JPH3
SUSD5,KCNV1
SUSD5,LAMA5
SUSD5,MAP2K7
SUSD5,MAP3K10
SUSD5,MUC16
SUSD5,MUC5B
SUSD5,MYH14
SUSD5,NBEAL2
SUSD5,NFATC2
SUSD5,NOL6
SUSD5,NPAP1
SUSD5,NRAS
SUSD5,PIEZO1
SUSD5,PIK3CA
SUSD5,PLCG1
SUSD5,PLXNA1
SUSD5,PLXNB3
SUSD5,POLD1
SUSD5,POP1
SUSD5,PPP1R26
SUSD5,SCRIB
SUSD5,SCUBE1
SUSD5,SHROOM2
SUSD5,SOX1
SUSD5,SOX11
SUSD5,SOX4
SUSD5,SOX9
SUSD5,SPTB
SUSD5,TBC1D9B
SUSD5,TET3
SUSD5,TGIF1
SUSD5,TP53
SUSD5,TTN
SUSD5,TUBGCP2
SUSD5,WDR13
SUSD5,ZBTB20
SUV39H1,DSCAM
SUV39H1,RIMS2
SUV39H1,SOX9
SUV39H1,TP53
SUV39H1,VCAN
SUV39H2,TP53
SUZ12,MUC2
SUZ12,NOL6
SUZ12,SOX9
SUZ12,TP53
SV2A,GPR174
SV2A,SOX9
SV2B,ARID1A
SV2B,CRTC1
SV2B,HIC2
SV2B,KRT6A
SV2B,SOX9
SV2B,ZNF638
SV2C,ABCA2
SV2C,FXR2
SV2C,HIC2
SV2C,IKZF3
SV2C,LRP4
SV2C,SOX9
SV2C,TSKS
SVEP1,ABL1
SVEP1,ACAN
SVEP1,ACTN4
SVEP1,ACTR1B
SVEP1,ADAMTS12
SVEP1,ADAMTS8
SVEP1,ADGB
SVEP1,AEBP1
SVEP1,AGO4
SVEP1,AKT1
SVEP1,ALOX12
SVEP1,APOBR
SVEP1,ARID1A
SVEP1,ASIC3
SVEP1,ATP10A
SVEP1,ATP7A
SVEP1,C19orf54
SVEP1,CA8
SVEP1,CACNA1G
SVEP1,CADM4
SVEP1,CARD11
SVEP1,CASKIN2
SVEP1,CCDC40
SVEP1,CDC40
SVEP1,CEBPE
SVEP1,CIDEA
SVEP1,CLDN10
SVEP1,CNTNAP2
SVEP1,COL18A1
SVEP1,COL5A2
SVEP1,COL6A3
SVEP1,CROCC
SVEP1,CSE1L
SVEP1,CTNNB1
SVEP1,CUL7
SVEP1,CYP4F12
SVEP1,DKK3
SVEP1,DLGAP1
SVEP1,DPP6
SVEP1,EDC4
SVEP1,EDIL3
SVEP1,EEF1A1
SVEP1,EIF4A2
SVEP1,ELF3
SVEP1,ELOVL4
SVEP1,EPHA1
SVEP1,EPHA4
SVEP1,EPHB1
SVEP1,FAM50B
SVEP1,FAM83E
SVEP1,FAT4
SVEP1,FBXL14
SVEP1,FBXL7
SVEP1,FBXW7
SVEP1,FES
SVEP1,FGF23
SVEP1,FGF3
SVEP1,FLG
SVEP1,FOXP4
SVEP1,FZD8
SVEP1,GNAZ
SVEP1,GP6
SVEP1,GPC4
SVEP1,GPR133
SVEP1,GPR146
SVEP1,GPR157
SVEP1,GPR50
SVEP1,GPR61
SVEP1,GPRC5C
SVEP1,GRIA1
SVEP1,GRIA4
SVEP1,GRM6
SVEP1,GSPT2
SVEP1,HAS1
SVEP1,HDAC4
SVEP1,HDAC7
SVEP1,HIST1H2BD
SVEP1,HIST1H2BK
SVEP1,HTR1A
SVEP1,HTR5A
SVEP1,IVL
SVEP1,JPH3
SVEP1,KARS
SVEP1,KCNK1
SVEP1,KCNMB1
SVEP1,KCNQ2
SVEP1,KCNV1
SVEP1,KIAA0930
SVEP1,KLF5
SVEP1,KLHL1
SVEP1,KLHL22
SVEP1,LAMA5
SVEP1,LCE2B
SVEP1,LILRB2
SVEP1,LRP1B
SVEP1,LRRC15
SVEP1,LRRN3
SVEP1,MAGEA12
SVEP1,MARK2
SVEP1,MKRN3
SVEP1,MRGPRX4
SVEP1,MRPS31
SVEP1,MTMR6
SVEP1,NLGN4X
SVEP1,NOC2L
SVEP1,NOL9
SVEP1,NR2E1
SVEP1,NRAS
SVEP1,NUBP1
SVEP1,OPHN1
SVEP1,OPRM1
SVEP1,OR10C1
SVEP1,OSBPL2
SVEP1,P2RX3
SVEP1,P2RY2
SVEP1,PAFAH2
SVEP1,PASD1
SVEP1,PCDH17
SVEP1,PCDHB13
SVEP1,PCGF3
SVEP1,PCLO
SVEP1,PDE4A
SVEP1,PER1
SVEP1,PFKL
SVEP1,PHGDH
SVEP1,PIK3CA
SVEP1,PLP1
SVEP1,PNMA3
SVEP1,POU6F2
SVEP1,PRKAG1
SVEP1,PRODH
SVEP1,PSG11
SVEP1,PSG4
SVEP1,PSMA2
SVEP1,PSMD14
SVEP1,PTPRB
SVEP1,PTPRT
SVEP1,RAD54L2
SVEP1,RBM10
SVEP1,RCBTB1
SVEP1,RGS11
SVEP1,RHOBTB3
SVEP1,RNF128
SVEP1,RNF32
SVEP1,RNF44
SVEP1,ROBO1
SVEP1,RPS6
SVEP1,RXRB
SVEP1,RYR3
SVEP1,SALL4
SVEP1,SBF1
SVEP1,SCARF1
SVEP1,SHC4
SVEP1,SIPA1L1
SVEP1,SKAP1
SVEP1,SLC12A7
SVEP1,SLC1A6
SVEP1,SLC2A8
SVEP1,SLC45A2
SVEP1,SLC5A2
SVEP1,SLC6A1
SVEP1,SLIT1
SVEP1,SMAD4
SVEP1,SMURF2
SVEP1,SOGA1
SVEP1,SOX1
SVEP1,SOX11
SVEP1,SOX9
SVEP1,SPOCK1
SVEP1,SPOCK2
SVEP1,SPTA1
