gene1,gene2
DDX47,ZFPM2
DDX47,ZFR
DDX47,ZMYM1
DDX47,ZNF574
DDX47,ZNF638
DDX47,ZNF667
DDX47,ZNF672
DDX47,ZNF91
DDX49,TP53
DDX5,FBXW7
DDX5,SOX9
DDX5,TP53
DDX50,ABCA2
DDX50,CAMTA1
DDX50,SOX9
DDX50,TP53
DDX51,TP53
DDX52,SOX9
DDX52,TP53
DDX54,ADAMTS1
DDX54,CDH9
DDX54,DGKI
DDX54,DHTKD1
DDX54,DIP2A
DDX54,MAP2K4
DDX54,NPAP1
DDX54,PDE4D
DDX54,PI4KA
DDX54,PLEKHA4
DDX54,PNLDC1
DDX54,PRSS12
DDX54,RBBP7
DDX54,RXRG
DDX54,SOX9
DDX54,SPTA1
DDX54,TPP2
DDX54,VPS11
DDX56,LAMA5
DDX56,SOX11
DDX56,TCF7L2
DDX56,TP53
DDX58,ALOX15B
DDX58,ARHGEF1
DDX58,ARHGEF2
DDX58,ASTN2
DDX58,ATP2C2
DDX58,BCL11B
DDX58,CAMK2A
DDX58,CD93
DDX58,CEP250
DDX58,CHRNA4
DDX58,CNTNAP2
DDX58,DIAPH3
DDX58,DLC1
DDX58,DNAH3
DDX58,ECEL1
DDX58,EFEMP1
DDX58,GOLGA1
DDX58,GPR158
DDX58,GPR174
DDX58,GRK5
DDX58,HPS1
DDX58,IGFALS
DDX58,ITIH3
DDX58,KLHL22
DDX58,KRT85
DDX58,LAMA4
DDX58,LMF2
DDX58,MAB21L2
DDX58,MAGIX
DDX58,MUC16
DDX58,MYC
DDX58,OR7E24
DDX58,PADI1
DDX58,PAFAH2
DDX58,PORCN
DDX58,PPFIA4
DDX58,PRDM14
DDX58,RBM10
DDX58,RXRB
DDX58,SLC1A7
DDX58,SLC5A5
DDX58,SOHLH2
DDX58,SOX9
DDX58,SV2C
DDX58,TBX5
DDX58,TGIF1
DDX58,TJP3
DDX58,TP53
DDX58,TPP1
DDX58,TRAP1
DDX58,TRPS1
DDX58,VPS33A
DDX58,ZNF488
DDX6,ASTN2
DDX6,GRIN2A
DDX6,GTF3C1
DDX6,HECW1
DDX6,RYR2
DDX6,SOX9
DDX6,SPTB
DDX6,TNRC6B
DDX6,TP53
DDX60,ABCA2
DDX60,APOBR
DDX60,CAPN9
DDX60,CARD10
DDX60,CEP170B
DDX60,DDX11
DDX60,EHMT2
DDX60,EPPK1
DDX60,FASN
DDX60,HAS1
DDX60,HPS1
DDX60,HSF1
DDX60,HSPA2
DDX60,HSPG2
DDX60,IGF1R
DDX60,IQSEC2
DDX60,KDM6B
DDX60,NADK
DDX60,NRAS
DDX60,PC
DDX60,PDXK
DDX60,PLXNB3
DDX60,RABL6
DDX60,SCRIB
DDX60,SEMA3F
DDX60,SEMA6C
DDX60,SLC4A2
DDX60,SMAD4
DDX60,SOX9
DDX60,TBC1D10B
DDX60,TP53
DDX60,TP73
DDX60,TSC2
DDX60,WDR13
DEAF1,ABI3BP
DEAF1,ADAMTS5
DEAF1,AR
DEAF1,ATM
DEAF1,CACNA1E
DEAF1,CD1E
DEAF1,CDH11
DEAF1,CTNNB1
DEAF1,DUSP22
DEAF1,EPHA6
DEAF1,FAM186A
DEAF1,FBXW7
DEAF1,FUT9
DEAF1,GRM3
DEAF1,KCNJ2
DEAF1,MAGEC1
DEAF1,MAP2
DEAF1,MUC5B
DEAF1,NAV3
DEAF1,NLGN4X
DEAF1,NPAP1
DEAF1,PDE3A
DEAF1,PIK3CA
DEAF1,POU3F2
DEAF1,PTPRB
DEAF1,RYR2
DEAF1,SMAD4
DEAF1,SOX11
DEAF1,SPEG
DEAF1,SYNE1
DEAF1,TCF7L2
DEAF1,THSD7A
DEAF1,TP53
DEAF1,TPTE
DEAF1,UHRF1BP1L
DEAF1,VCAN
DECR1,ABCA2
DECR1,SOX9
DECR2,ANK2
DECR2,NPAP1
DECR2,PRKDC
DECR2,RYR2
DECR2,SYNE2
DECR2,TP53
DECR2,TPTE
DEDD,SOX9
DEF6,ANK2
DEF6,SOX9
DEF6,SYNE1
DEF6,TP53
DEF8,TP53
DEFA4,SOX9
DEFB126,SOX9
DEFB126,TP53
DEGS1,LPA
DEGS1,PLEC
DEGS1,SRCAP
DEGS1,TP53
DEK,MUC5B
DEK,PCDH17
DEK,PLXNB3
DEK,SOX9
DEK,TP53
DENND1A,ACTA1
DENND1A,CD1E
DENND1A,CLIP2
DENND1A,CSNK1A1L
DENND1A,FILIP1L
DENND1A,FYCO1
DENND1A,GRIK1
DENND1A,HECW1
DENND1A,HYDIN
DENND1A,IQCA1
DENND1A,ISL1
DENND1A,KRT6A
DENND1A,MON1B
DENND1A,NLGN4X
DENND1A,NRAS
DENND1A,PLCG1
DENND1A,PROKR1
DENND1A,SCN9A
DENND1A,SOHLH2
DENND1A,SOX9
DENND1A,TCF7L2
DENND1A,THSD7A
DENND1A,TP53
DENND1A,TRAPPC9
DENND1B,NRAS
DENND1B,SOX9
DENND1B,TP53
DENND1C,BNC2
DENND1C,HYDIN
DENND1C,MAP2K7
DENND1C,NAP1L3
DENND1C,NLGN4X
DENND1C,NMUR2
DENND1C,PDE8B
DENND1C,PLEKHA5
DENND1C,RAD54L2
DENND1C,SOHLH2
DENND1C,SOX9
DENND1C,THSD7A
DENND1C,TP53
DENND2A,CLUH
DENND2A,EHMT2
DENND2A,HECW1
DENND2A,KIF21B
DENND2A,SOX9
DENND2A,TCF7L2
DENND2A,TP53
DENND2D,ABCA2
DENND2D,ACVR1B
DENND2D,ATXN2L
DENND2D,CIITA
DENND2D,FBXW7
DENND2D,GALNT14
DENND2D,GRM7
DENND2D,KIAA0100
DENND2D,MAP7D1
DENND2D,MUC4
DENND2D,NRAS
DENND2D,PABPC3
DENND2D,PCBP1
DENND2D,PDZD2
DENND2D,PLXNB1
DENND2D,PLXNB2
DENND2D,PTPRT
DENND2D,RTN1
DENND2D,SMAD4
DENND2D,SOX9
DENND2D,TMEM2
DENND2D,TP53
DENND3,ABL1
DENND3,ACTL6B
DENND3,ADAM29
DENND3,APBB3
DENND3,ARHGEF1
DENND3,ASTN2
DENND3,ATP7A
DENND3,BCOR
DENND3,CALB1
DENND3,CAPN9
DENND3,CD1C
DENND3,CD1E
DENND3,CDH9
DENND3,CLIP2
DENND3,CRTC1
DENND3,CTNNA2
DENND3,CYHR1
DENND3,CYP2B7P
DENND3,DGKD
DENND3,DIAPH3
DENND3,EPHB1
DENND3,ERN2
DENND3,EXOC3
DENND3,EXOC7
DENND3,FLG
DENND3,GATA2
DENND3,GNB1L
DENND3,GPR113
DENND3,GPR174
DENND3,GRM3
DENND3,GSPT2
DENND3,HCFC1
DENND3,HIVEP2
DENND3,HTATSF1
DENND3,HYDIN
DENND3,IGFALS
DENND3,JAG2
DENND3,KCNN2
DENND3,KIAA1549L
DENND3,KIFAP3
DENND3,KMT2A
DENND3,L1CAM
DENND3,LIMK1
DENND3,MAGIX
DENND3,MAMLD1
DENND3,MAP2K7
DENND3,MERTK
DENND3,MICALL2
DENND3,MLC1
DENND3,MMP11
DENND3,MUC5B
DENND3,NOSIP
DENND3,NRAS
DENND3,NRG1
DENND3,OPRM1
DENND3,P2RY6
DENND3,PCDH17
DENND3,PDE4A
DENND3,PGM1
DENND3,PLCB3
DENND3,PLXNA2
DENND3,PLXNB2
DENND3,PNMA3
DENND3,PRKAG1
DENND3,PROKR1
DENND3,RANBP17
DENND3,RBM10
DENND3,RYR2
DENND3,SACS
DENND3,SAFB2
DENND3,SALL4
DENND3,SBNO2
DENND3,SETD1A
DENND3,SFRP4
DENND3,SLC1A6
DENND3,SLC2A2
DENND3,SOBP
DENND3,SOX9
DENND3,SPIN1
DENND3,SPTA1
DENND3,STRN
DENND3,TARBP2
DENND3,TBRG4
DENND3,TET3
DENND3,TGIF1
DENND3,TJP3
DENND3,TNKS
DENND3,TNXB
DENND3,TP53
DENND3,TRIM17
DENND3,TRPS1
DENND3,UBE2O
DENND3,USH2A
DENND3,WDR45
DENND3,WIZ
DENND3,ZNF214
DENND3,ZNF646
DENND4A,ALOX12
DENND4A,APC
DENND4A,ATG2A
DENND4A,CAPN9
DENND4A,CHERP
DENND4A,CLIP2
DENND4A,COLGALT1
DENND4A,DET1
DENND4A,E4F1
DENND4A,EPPK1
DENND4A,EXD3
DENND4A,FBXL7
DENND4A,FBXW7
DENND4A,GPT
DENND4A,GSPT2
DENND4A,INSRR
DENND4A,JPH3
DENND4A,KAT2A
DENND4A,KDM2A
DENND4A,KHSRP
DENND4A,KLHL29
DENND4A,KRAS
DENND4A,MTA1
DENND4A,MYC
DENND4A,NCAPH2
DENND4A,PCSK7
DENND4A,PSMA2
DENND4A,RARA
DENND4A,RBM10
DENND4A,SLC12A7
DENND4A,SMAD4
DENND4A,SOX9
DENND4A,STC2
DENND4A,STEAP3
DENND4A,TBC1D10B
DENND4A,THOP1
DENND4A,TLE2
DENND4A,TP53
DENND4B,AASDHPPT
DENND4B,ABCC8
DENND4B,ABLIM3
DENND4B,ACACA
DENND4B,ACTG2
DENND4B,ACTN3
DENND4B,ADAM30
DENND4B,ADAMTS12
DENND4B,ADAR
DENND4B,ADH1B
DENND4B,AGTR2
DENND4B,AKR1C1
DENND4B,ALPP
DENND4B,AMBN
DENND4B,AMDHD2
DENND4B,ANGPT4
DENND4B,ANK1
DENND4B,ANKRD2
DENND4B,ANKRD55
DENND4B,ANO2
DENND4B,AOC1
DENND4B,APBB1
DENND4B,APC
DENND4B,APLP1
DENND4B,AQR
DENND4B,AR
DENND4B,ARHGAP15
DENND4B,ARHGAP26
DENND4B,ARMCX1
DENND4B,ASH2L
DENND4B,ASIC3
DENND4B,ATG3
DENND4B,ATRNL1
DENND4B,AURKC
DENND4B,BHMT2
DENND4B,BMP10
DENND4B,BMP5
DENND4B,BPI
DENND4B,BRD2
DENND4B,BRD3
DENND4B,BTBD1
DENND4B,BTRC
DENND4B,BYSL
DENND4B,C1R
DENND4B,C21orf91
DENND4B,CA9
DENND4B,CARF
DENND4B,CCDC40
DENND4B,CCDC81
DENND4B,CCR4
DENND4B,CCSER2
DENND4B,CD48
DENND4B,CD5L
DENND4B,CDC40
DENND4B,CDC42EP4
DENND4B,CDH18
DENND4B,CDH22
DENND4B,CDH6
DENND4B,CDH8
DENND4B,CEACAM4
DENND4B,CEBPZ
DENND4B,CELA2B
DENND4B,CFHR5
DENND4B,CHD4
DENND4B,CHRDL1
DENND4B,CHRM1
DENND4B,CHRM4
DENND4B,CILP
DENND4B,CLCN4
DENND4B,CLSPN
DENND4B,CNTN5
DENND4B,COLEC12
DENND4B,COPS6
DENND4B,CP
DENND4B,CPQ
DENND4B,CR1
DENND4B,CSF2RA
DENND4B,CTH
DENND4B,CTLA4
DENND4B,CTNNA2
DENND4B,CTNNBL1
DENND4B,CTPS2
DENND4B,CUX1
DENND4B,CX3CR1
DENND4B,CYP11B1
DENND4B,CYSLTR2
DENND4B,DCAF8
DENND4B,DCLK1
DENND4B,DCLK2
DENND4B,DCX
DENND4B,DDX18
DENND4B,DENND3
DENND4B,DEPTOR
DENND4B,DIAPH3
DENND4B,DIRAS2
DENND4B,DIS3
DENND4B,DKK2
DENND4B,DMD
DENND4B,DNAJC24
DENND4B,DNMT3B
DENND4B,DOCK1
DENND4B,DOCK9
DENND4B,DUSP9
DENND4B,DYNC1I1
DENND4B,ECI2
DENND4B,EFCAB6
DENND4B,EFEMP1
DENND4B,ELAVL1
DENND4B,ELAVL2
DENND4B,ELF3
DENND4B,ENPP4
DENND4B,EPB41
DENND4B,EPB41L1
DENND4B,EPB42
DENND4B,ERCC6L
DENND4B,ESR2
DENND4B,ETS1
DENND4B,EYA2
DENND4B,F13B
DENND4B,FBP2
DENND4B,FBXO11
DENND4B,FBXO5
DENND4B,FBXW7
DENND4B,FCER2
DENND4B,FCN2
DENND4B,FERMT1
DENND4B,FGF14
DENND4B,FLG
DENND4B,FOXD4L3
DENND4B,FSHR
DENND4B,FUCA1
DENND4B,GABRA4
DENND4B,GABRB3
DENND4B,GAD2
DENND4B,GALK2
DENND4B,GCC1
DENND4B,GDI2
DENND4B,GFRA1
DENND4B,GJA1
DENND4B,GJA5
DENND4B,GJA8
DENND4B,GLIS3
DENND4B,GLUD2
DENND4B,GP6
DENND4B,GPR132
DENND4B,GPR139
DENND4B,GPR174
DENND4B,GPR3
DENND4B,GPR50
DENND4B,GPRC5B
DENND4B,GREB1
DENND4B,GRIA1
DENND4B,GRIA2
DENND4B,GRIK3
DENND4B,GRK5
DENND4B,GRM2
DENND4B,GULP1
DENND4B,H6PD
DENND4B,HEATR1
DENND4B,HECW1
DENND4B,HERC5
DENND4B,HEXA
DENND4B,HEXB
DENND4B,HGS
DENND4B,HLF
DENND4B,HOXD13
DENND4B,HSF1
DENND4B,HSPA4
DENND4B,HTR2C
DENND4B,HYAL4
DENND4B,IKZF4
DENND4B,IL12RB1
DENND4B,IL1RAPL2
DENND4B,IPO8
DENND4B,IPP
DENND4B,ITGA10
DENND4B,KAT2B
DENND4B,KCNA10
DENND4B,KCNC4
DENND4B,KCNH2
DENND4B,KCNJ4
DENND4B,KCNK1
DENND4B,KCNQ2
DENND4B,KCNQ3
DENND4B,KERA
DENND4B,KIF1B
DENND4B,KIF24
DENND4B,KLK13
DENND4B,KRAS
DENND4B,KRT15
DENND4B,KRT17
DENND4B,KRT3
DENND4B,KRT32
DENND4B,KRT83
DENND4B,KRT85
DENND4B,LAMP1
DENND4B,LHX8
DENND4B,LHX9
DENND4B,LIMCH1
DENND4B,LRRC18
DENND4B,MAB21L1
DENND4B,MAGEA6
DENND4B,MAGEB2
DENND4B,MAGEC1
DENND4B,MAGEC3
DENND4B,MAP3K2
DENND4B,MAP3K6
DENND4B,MAP3K7
DENND4B,MAP3K8
DENND4B,MAP9
DENND4B,MARCKSL1
DENND4B,MARK1
DENND4B,MATN1
DENND4B,MBNL3
DENND4B,MCM8
DENND4B,MDFIC
DENND4B,MDM1
DENND4B,MITF
DENND4B,MMP2
DENND4B,MMP9
DENND4B,MMS19
DENND4B,MNDA
DENND4B,MPO
DENND4B,MSC
DENND4B,MXRA5
DENND4B,MYO1B
DENND4B,NAP1L2
DENND4B,NARF
DENND4B,NBAS
DENND4B,NDUFS2
DENND4B,NID1
DENND4B,NLK
DENND4B,NME8
DENND4B,NNT
DENND4B,NR2E1
DENND4B,NRAS
DENND4B,NRXN1
DENND4B,NSUN5
DENND4B,NUP188
DENND4B,NXPE3
DENND4B,OGDHL
DENND4B,OPCML
DENND4B,OPRK1
DENND4B,OR10H2
DENND4B,OR5W2
DENND4B,PAPPA
DENND4B,PAX7
DENND4B,PAXIP1
DENND4B,PCBP1
DENND4B,PCDH11X
DENND4B,PCDH17
DENND4B,PCDH9
DENND4B,PCDHA3
DENND4B,PCDHA5
DENND4B,PCDHB13
DENND4B,PCDHB8
DENND4B,PDE3B
DENND4B,PDLIM5
DENND4B,PDZRN3
DENND4B,PEF1
DENND4B,PEG3
DENND4B,PFKFB3
DENND4B,PGK1
DENND4B,PGK2
DENND4B,PIGO
DENND4B,PIK3CA
DENND4B,PIP4K2A
DENND4B,PLOD1
DENND4B,PLSCR4
DENND4B,PLXDC1
DENND4B,POLB
DENND4B,POM121
DENND4B,POU5F1B
DENND4B,PPFIBP1
DENND4B,PPM1L
DENND4B,PPP1R10
DENND4B,PPP2R3A
DENND4B,PREX2
DENND4B,PRKAG1
DENND4B,PRKCG
DENND4B,PSG4
DENND4B,PSMA1
DENND4B,PSMB9
DENND4B,PTDSS1
DENND4B,PTH2R
DENND4B,PTPRB
DENND4B,PTPRC
DENND4B,PTPRZ1
DENND4B,RAB6B
DENND4B,RALGDS
DENND4B,RASGRF1
DENND4B,RBBP4
DENND4B,RBM15
DENND4B,RBM25
DENND4B,RBM5
DENND4B,RHAG
DENND4B,RIN2
DENND4B,RIT2
DENND4B,RLF
DENND4B,RNF19B
DENND4B,RPF1
DENND4B,RSAD2
DENND4B,RYR1
DENND4B,SAGE1
DENND4B,SC5D
DENND4B,SCAI
DENND4B,SCN5A
DENND4B,SEMA6A
DENND4B,SGSM2
DENND4B,SH3BP5
DENND4B,SHC1
DENND4B,SIGLEC8
DENND4B,SIPA1L3
DENND4B,SIRT5
DENND4B,SKP2
DENND4B,SLC10A2
DENND4B,SLC11A2
DENND4B,SLC24A1
DENND4B,SLC35G2
DENND4B,SLC36A1
DENND4B,SLC6A14
DENND4B,SLC7A11
DENND4B,SLC7A5
DENND4B,SMAD4
DENND4B,SMG7
DENND4B,SNRNP200
DENND4B,SNTG2
DENND4B,SOX9
DENND4B,SPON2
DENND4B,SPTLC3
DENND4B,SRP54
DENND4B,STK33
DENND4B,STK4
DENND4B,SUCLA2
DENND4B,SUPT7L
DENND4B,SYNDIG1
DENND4B,TAF8
DENND4B,TAGAP
DENND4B,TANK
DENND4B,TBC1D5
DENND4B,TBX10
DENND4B,TCF7L2
DENND4B,TENM1
DENND4B,TESK2
DENND4B,TFB1M
DENND4B,TGIF1
DENND4B,TGOLN2
DENND4B,THOC2
DENND4B,TLE1
DENND4B,TLR8
DENND4B,TM9SF4
DENND4B,TMEM184C
DENND4B,TNN
DENND4B,TNXB
DENND4B,TOM1L1
DENND4B,TOR1AIP1
DENND4B,TP53
DENND4B,TP73-AS1
DENND4B,TRAF7
DENND4B,TRIM10
DENND4B,TRIM58
DENND4B,TTC21B
DENND4B,TUBB4B
DENND4B,TYRP1
DENND4B,UGT2A3
DENND4B,USP53
DENND4B,VCL
DENND4B,VPS16
DENND4B,WASF3
DENND4B,WDR44
DENND4B,WSCD2
DENND4B,WT1
DENND4B,XIST
DENND4B,ZC3H7A
DENND4B,ZFP36L1
DENND4B,ZFPM2
DENND4B,ZFR
DENND4B,ZIM2
DENND4B,ZNF112
DENND4B,ZNF385B
DENND4B,ZNF385D
DENND4B,ZNF646
DENND4C,AGRN
DENND4C,AMPD2
DENND4C,ARHGAP33
DENND4C,ARHGEF40
DENND4C,BCKDHA
DENND4C,CAPN9
DENND4C,CLIP2
DENND4C,E4F1
DENND4C,ENTPD4
DENND4C,FGF12
DENND4C,FHOD1
DENND4C,GMEB2
DENND4C,GOLGA3
DENND4C,HAS1
DENND4C,HIC2
DENND4C,HSPA2
DENND4C,HSPG2
DENND4C,HTR1A
DENND4C,IGF1R
DENND4C,JAG2
DENND4C,KIF21B
DENND4C,MAGIX
DENND4C,MXRA8
DENND4C,MYH14
DENND4C,NPR1
DENND4C,NRAS
DENND4C,OLFML2A
DENND4C,PCNT
DENND4C,PIK3CA
DENND4C,PLEKHA6
DENND4C,PLXNB3
DENND4C,PROKR1
DENND4C,RALGDS
DENND4C,RBM10
DENND4C,RNF43
DENND4C,RXFP3
DENND4C,SLC1A6
DENND4C,SLC4A2
DENND4C,SOX9
DENND4C,SRCAP
DENND4C,TICAM1
DENND4C,TP53
DENND4C,TSC2
DENND4C,WDR13
DENND4C,ZXDB
DENND5A,ABCF3
DENND5A,ADAM30
DENND5A,ADAMTS12
DENND5A,ADAMTS7
DENND5A,AHR
DENND5A,AOC1
DENND5A,ARHGAP10
DENND5A,ASMTL
DENND5A,ASTE1
DENND5A,ASTN2
DENND5A,AXIN2
DENND5A,BANP
DENND5A,C4BPA
DENND5A,CACNA1E
DENND5A,CACNB2
DENND5A,CAMK2A
DENND5A,CCDC82
DENND5A,CD1D
DENND5A,CD93
DENND5A,CEP250
DENND5A,CLDN10
DENND5A,CLEC16A
DENND5A,CNTNAP2
DENND5A,CYB5R4
DENND5A,CYP11B1
DENND5A,DCLK1
DENND5A,DCT
DENND5A,DENND3
DENND5A,DVL3
DENND5A,ELMO1
DENND5A,EML3
DENND5A,EPHB1
DENND5A,ERBB4
DENND5A,ERCC6L
DENND5A,ESF1
DENND5A,FBXO11
DENND5A,FERD3L
DENND5A,GAA
DENND5A,GABBR2
DENND5A,GABRG1
DENND5A,GCLC
DENND5A,GLI1
DENND5A,GP6
DENND5A,GRIK3
DENND5A,GRM7
DENND5A,GSPT2
DENND5A,HOOK1
DENND5A,HSPA6
DENND5A,IGFALS
DENND5A,IL1RAPL2
DENND5A,IL21R
DENND5A,JAG2
DENND5A,KANSL3
DENND5A,KCNQ1
DENND5A,KIF1A
DENND5A,KLHL1
DENND5A,LEPRE1
DENND5A,LILRA4
DENND5A,LPAR4
DENND5A,LPO
DENND5A,LRIG1
DENND5A,LRRN3
DENND5A,MANBA
DENND5A,MAP2K7
DENND5A,MAPK8
DENND5A,MKS1
DENND5A,MYBPC2
DENND5A,NAP1L2
DENND5A,NBAS
DENND5A,NDUFS1
DENND5A,NOLC1
DENND5A,NRAS
DENND5A,NXF2
DENND5A,OTUD7A
DENND5A,OTX2
DENND5A,PCBP1
DENND5A,PCDH11X
DENND5A,PCDHB12
DENND5A,PDLIM2
DENND5A,PDLIM5
DENND5A,PDZD7
DENND5A,PHTF2
DENND5A,PITPNM1
DENND5A,PKD2L1
DENND5A,POU6F2
DENND5A,PRKAG1
DENND5A,PRLHR
DENND5A,PRPF38B
DENND5A,PTH1R
DENND5A,PTPN18
DENND5A,RAPGEF4
DENND5A,RDH16
DENND5A,RELA
DENND5A,RELN
DENND5A,SCN8A
DENND5A,SEMA6B
DENND5A,SGPP1
DENND5A,SIGLEC6
DENND5A,SLC1A7
DENND5A,SLC5A12
DENND5A,SLC6A13
DENND5A,SLIT3
DENND5A,SNED1
DENND5A,SOX1
DENND5A,SOX9
DENND5A,SPRED2
DENND5A,SPTA1
DENND5A,SSH1
DENND5A,STAG3
DENND5A,SUCLA2
DENND5A,TAS2R1
DENND5A,TCP11
DENND5A,TENM1
DENND5A,THADA
DENND5A,THAP9
DENND5A,TIAM1
DENND5A,TMEM87A
DENND5A,TNFRSF11B
DENND5A,TNXB
DENND5A,TOX2
DENND5A,TP53
DENND5A,TRANK1
DENND5A,TSSK1B
DENND5A,TUBGCP2
DENND5A,TUBGCP3
DENND5A,UNC5C
DENND5A,USP27X
DENND5A,YTHDC1
DENND5A,ZDHHC7
DENND5A,ZSCAN18
DENND5B,AP3D1
DENND5B,ASTN2
DENND5B,AXIN2
DENND5B,CRTAC1
DENND5B,DCLK1
DENND5B,EGR2
DENND5B,ELN
DENND5B,EP300
DENND5B,FLG
DENND5B,HPS1
DENND5B,LDOC1
DENND5B,MLH1
DENND5B,NEFM
DENND5B,NRAS
DENND5B,NUAK1
DENND5B,OLFML2A
DENND5B,PCBP1
DENND5B,PIP4K2A
DENND5B,SGSM3
DENND5B,SLC1A6
DENND5B,SOX9
DENND5B,TECPR2
DENND5B,TGFBR2
DENND5B,TP53
DENND5B,TSC2
DENND6B,SMAD4
DENND6B,TP53
DENR,SOX9
DEPDC1,FASN
DEPDC1,NRAS
DEPDC1,SOX9
DEPDC1,TP53
DEPDC5,ACO2
DEPDC5,ACRV1
DEPDC5,ADCYAP1R1
DEPDC5,AFF3
DEPDC5,ANK2
DEPDC5,ANKRD34C
DEPDC5,APLP1
DEPDC5,AQP9
DEPDC5,ASCC2
DEPDC5,ASIC4
DEPDC5,ATAD3A
DEPDC5,ATAD5
DEPDC5,ATP2B4
DEPDC5,ATP4A
DEPDC5,ATP7A
DEPDC5,BRINP1
DEPDC5,BTN2A2
DEPDC5,CACNA2D3
DEPDC5,CALD1
DEPDC5,CBLB
DEPDC5,CCDC28A
DEPDC5,CDH5
DEPDC5,CHST15
DEPDC5,CNTFR
DEPDC5,CORO1C
DEPDC5,CROCC
DEPDC5,CTNNA2
DEPDC5,CYLC1
DEPDC5,DBT
DEPDC5,DENND1B
DEPDC5,DET1
DEPDC5,DGKI
DEPDC5,DHODH
DEPDC5,DIAPH3
DEPDC5,DYRK1B
DEPDC5,EFEMP1
DEPDC5,EHD4
DEPDC5,EPHB2
DEPDC5,EXO1
DEPDC5,FLG
DEPDC5,FOXI1
DEPDC5,FRAT1
DEPDC5,FSHR
DEPDC5,GAD2
DEPDC5,GJD2
DEPDC5,GMPPA
DEPDC5,GPR111
DEPDC5,GPR113
DEPDC5,GPR174
DEPDC5,GPR37L1
DEPDC5,GPR50
DEPDC5,GRB10
DEPDC5,GTF2A1
DEPDC5,IKBKAP
DEPDC5,IL1RAPL2
DEPDC5,IL9R
DEPDC5,ILVBL
DEPDC5,IMPG2
DEPDC5,IRGC
DEPDC5,KCNH2
DEPDC5,KMT2B
DEPDC5,LRP1B
DEPDC5,LTF
DEPDC5,MAP2K4
DEPDC5,MASP2
DEPDC5,MCRS1
DEPDC5,MPP1
DEPDC5,MXRA5
DEPDC5,NEFM
DEPDC5,NEUROD6
DEPDC5,NOS1
DEPDC5,NPAS3
DEPDC5,NR0B1
DEPDC5,NR5A2
DEPDC5,NRAS
DEPDC5,NRCAM
DEPDC5,NSFL1C
DEPDC5,OPRM1
DEPDC5,OR1G1
DEPDC5,OSBPL9
DEPDC5,PAH
DEPDC5,PARG
DEPDC5,PCBP1
DEPDC5,PCDH17
DEPDC5,PCDHB8
DEPDC5,PDPR
DEPDC5,PLA1A
DEPDC5,PLCH2
DEPDC5,PNMA3
DEPDC5,PRG4
DEPDC5,PTPN18
DEPDC5,PUM1
DEPDC5,RGS18
DEPDC5,RSF1
DEPDC5,RXRA
DEPDC5,SALL2
DEPDC5,SH3D21
DEPDC5,SHC4
DEPDC5,SLC24A2
DEPDC5,SLITRK5
DEPDC5,SOCS6
DEPDC5,SOX9
DEPDC5,SPTA1
DEPDC5,SSBP3
DEPDC5,ST8SIA1
DEPDC5,STRA6
DEPDC5,STX4
DEPDC5,TBRG4
DEPDC5,TDRD3
DEPDC5,TENM1
DEPDC5,TIAM2
DEPDC5,TNFSF8
DEPDC5,TNR
DEPDC5,TP53
DEPDC5,TRPM3
DEPDC5,TRPV6
DEPDC5,TUBB3
DEPDC5,TUFM
DEPDC5,WASF3
DEPDC5,XPO4
DEPDC5,ZNF146
DEPDC5,ZNF234
DEPDC5,ZNF334
DEPDC5,ZNF507
DEPDC5,ZNF512B
DEPDC5,ZNF536
DEPDC5,ZNF639
DEPTOR,TP53
DERA,ABCA2
DERA,COL5A1
DERA,COL6A2
DERA,PCDH17
DERA,PIEZO1
DERA,SOX11
DERA,SOX9
DERA,SPTB
DERA,TP53
DERL1,SOX9
DERL2,SOX9
DES,CDH11
DES,CTNNB1
DES,FUT9
DES,OPRM1
DES,PCDH17
DES,PIK3CA
DES,RIMBP2
DES,SOX9
DES,TP53
DET1,ADAMTS3
DET1,CLIP1
DET1,CTNNA3
DET1,ERBB3
DET1,FLG
DET1,GRIK3
DET1,HSPG2
DET1,INPPL1
DET1,KLHL1
DET1,NELL1
DET1,NRAS
DET1,NUP214
DET1,PCDH17
DET1,PLXNA3
DET1,PLXNB3
DET1,PPFIA4
DET1,PRIM2
DET1,RALGAPB
DET1,RYR3
DET1,SCN8A
DET1,SHROOM2
DET1,SLIT3
DET1,SOX11
DET1,SOX4
DET1,SOX9
DET1,SPTB
DET1,TCF7L2
DET1,TP53
DET1,UNC5C
DET1,USP29
DFFA,MAGEC1
DFFA,PCDH17
DFFA,PIK3CA
DFFA,SOX9
DFFB,AKAP12
DFFB,CNTNAP2
DFFB,PIK3CA
DFFB,SMAD4
DFFB,TP53
DFNB31,ARHGEF1
DFNB31,ASTN2
DFNB31,BAHD1
DFNB31,CAPN9
DFNB31,CRTC1
DFNB31,EPN1
DFNB31,GNAZ
DFNB31,GRK5
DFNB31,HIP1R
DFNB31,IGFALS
DFNB31,KAT2A
DFNB31,KLF8
DFNB31,KRT85
DFNB31,MAP3K6
DFNB31,NMT1
DFNB31,NPAP1
DFNB31,PADI1
DFNB31,PEG3
DFNB31,RBM10
DFNB31,RGS11
DFNB31,SOX9
DFNB31,ST6GALNAC5
DFNB31,SYNE1
DFNB31,TGIF1
DFNB31,TP53
DGAT1,CNTNAP2
DGAT1,NRAS
