gene1,gene2
CHMP7,NAV2
CHMP7,NBEA
CHMP7,NFATC1
CHMP7,NINL
CHMP7,NR3C1
CHMP7,NRP2
CHMP7,NT5M
CHMP7,OBSL1
CHMP7,OGFRL1
CHMP7,OSMR
CHMP7,OXCT1
CHMP7,P2RX5
CHMP7,PARVB
CHMP7,PCDHGC3
CHMP7,PDK3
CHMP7,PEG10
CHMP7,PGBD1
CHMP7,PIK3CD
CHMP7,PKIG
CHMP7,PLAU
CHMP7,PLEKHO1
CHMP7,PSMB9
CHMP7,PSTPIP2
CHMP7,PTPRG
CHMP7,PTPRS
CHMP7,PTPRU
CHMP7,PXK
CHMP7,QKI
CHMP7,RAB31
CHMP7,RAB3IL1
CHMP7,RASSF8
CHMP7,RECK
CHMP7,RGS20
CHMP7,RGS9
CHMP7,RIN3
CHMP7,ROBO1
CHMP7,RPL39L
CHMP7,RTL8C
CHMP7,RUSC2
CHMP7,S1PR2
CHMP7,SATB2
CHMP7,SCD5
CHMP7,SDC3
CHMP7,SEMA4F
CHMP7,SEMA7A
CHMP7,SEPTIN6
CHMP7,SGCE
CHMP7,SH3BP5
CHMP7,SIRT4
CHMP7,SIX1
CHMP7,SLC12A5
CHMP7,SLC30A4
CHMP7,SLC4A3
CHMP7,SLC6A9
CHMP7,SLCO3A1
CHMP7,SMO
CHMP7,SNRPN
CHMP7,SNTA1
CHMP7,SNX10
CHMP7,SOAT1
CHMP7,SOCS2
CHMP7,SOCS3
CHMP7,SOGA1
CHMP7,SPART
CHMP7,SPHK1
CHMP7,STARD13
CHMP7,STC2
CHMP7,STOM
CHMP7,SYDE1
CHMP7,SYNGR1
CHMP7,SYNM
CHMP7,TBKBP1
CHMP7,TCEA2
CHMP7,TIAM1
CHMP7,TMEM45A
CHMP7,TNFAIP3
CHMP7,TPST1
CHMP7,TRMT12
CHMP7,TRPC1
CHMP7,TTC28
CHMP7,TUSC3
CHMP7,UBE2L6
CHMP7,WHRN
CHMP7,WIPF1
CHMP7,WNT3
CHMP7,WWC3
CHMP7,WWTR1
CHMP7,ZBTB10
CHMP7,ZCCHC24
CHMP7,ZFP30
CHMP7,ZFP37
CHMP7,ZNF134
CHMP7,ZNF287
CHMP7,ZNF304
CHMP7,ZNF345
CHMP7,ZNF362
CHMP7,ZNF462
CHMP7,ZNF512B
CHMP7,ZNF528
CHMP7,ZNF529
CHMP7,ZNF549
CHMP7,ZNF583
CHMP7,ZNF606
CHMP7,ZNF654
CHMP7,ZNF658
CHMP7,ZXDB
CPSF1,AASS
CPSF1,ABCA3
CPSF1,ADA
CPSF1,ADCY7
CPSF1,ADCY9
CPSF1,ADGRL1
CPSF1,AHNAK2
CPSF1,AKT3
CPSF1,ANKRD6
CPSF1,ANTXR1
CPSF1,APBB1
CPSF1,APOBEC3C
CPSF1,APOBEC3F
CPSF1,ARAP3
CPSF1,ARHGEF10
CPSF1,ARL4C
CPSF1,ARSB
CPSF1,ATP10D
CPSF1,ATP8B2
CPSF1,B3GALNT1
CPSF1,BASP1
CPSF1,BCAT1
CPSF1,BEX3
CPSF1,BHLHB9
CPSF1,CALD1
CPSF1,CBR3
CPSF1,CBS
CPSF1,CCDC88A
CPSF1,CD83
CPSF1,CDK14
CPSF1,CDKL3
CPSF1,CERS4
CPSF1,CHN1
CPSF1,CHST10
CPSF1,CHST11
CPSF1,CHST15
CPSF1,CLEC2D
CPSF1,CLTCL1
CPSF1,CNTLN
CPSF1,CNTNAP1
CPSF1,COL6A1
CPSF1,COL7A1
CPSF1,CPLANE1
CPSF1,CPPED1
CPSF1,CSF1
CPSF1,CSRP2
CPSF1,CTSF
CPSF1,CYBRD1
CPSF1,DIPK1A
CPSF1,DLG4
CPSF1,DNAJC6
CPSF1,DPF1
CPSF1,DRAM1
CPSF1,DTX3
CPSF1,DUSP10
CPSF1,DYRK3
CPSF1,DZIP1
CPSF1,EGFL7
CPSF1,EHD3
CPSF1,ELOVL5
CPSF1,EPDR1
CPSF1,ERO1B
CPSF1,ETNK2
CPSF1,EVC
CPSF1,EXOC6B
CPSF1,FADS2
CPSF1,FAM169A
CPSF1,FAM171A1
CPSF1,FAM234B
CPSF1,FBLN1
CPSF1,FBXL2
CPSF1,FERMT2
CPSF1,FGD1
CPSF1,FGFR1
CPSF1,FHOD3
CPSF1,FKBP1B
CPSF1,FOXD1
CPSF1,FSCN1
CPSF1,FSTL1
CPSF1,FUZ
CPSF1,FZD1
CPSF1,FZD2
CPSF1,GABBR1
CPSF1,GALC
CPSF1,GAMT
CPSF1,GAS6
CPSF1,GDAP1
CPSF1,GDF11
CPSF1,GJC1
CPSF1,GPR161
CPSF1,GPSM1
CPSF1,GSDME
CPSF1,GSTM2
CPSF1,GSTM3
CPSF1,GSTM4
CPSF1,HDAC9
CPSF1,HDGFL3
CPSF1,HEG1
CPSF1,HLTF
CPSF1,HOMER2
CPSF1,HSD17B6
CPSF1,ID3
CPSF1,IFI16
CPSF1,IGFBP3
CPSF1,IL27RA
CPSF1,ITGA5
CPSF1,ITPR1
CPSF1,JAK2
CPSF1,JAZF1
CPSF1,KAT2B
CPSF1,KCNN4
CPSF1,KDM4D
CPSF1,KLF7
CPSF1,KLF9
CPSF1,LHFPL6
CPSF1,LIMD2
CPSF1,LOXL2
CPSF1,LRP3
CPSF1,LRP4
CPSF1,LYN
CPSF1,LYRM9
CPSF1,LYST
CPSF1,MAGEH1
CPSF1,MAP1B
CPSF1,MAP9
CPSF1,MAPK11
CPSF1,MBOAT2
CPSF1,MDFIC
CPSF1,MICB
CPSF1,MPDZ
CPSF1,MPP1
CPSF1,MPP2
CPSF1,MR1
CPSF1,MVB12B
CPSF1,MXRA7
CPSF1,MYBL1
CPSF1,MYO5A
CPSF1,NAT1
CPSF1,NAV2
CPSF1,NBEA
CPSF1,NFATC1
CPSF1,NINL
CPSF1,NR3C1
CPSF1,NRP2
CPSF1,NT5M
CPSF1,OBSL1
CPSF1,OGFRL1
CPSF1,OSMR
CPSF1,OXCT1
CPSF1,P2RX5
CPSF1,PARVB
CPSF1,PCDHGC3
CPSF1,PDK3
CPSF1,PEG10
CPSF1,PGBD1
CPSF1,PIK3CD
CPSF1,PKIG
CPSF1,PLAU
CPSF1,PLEKHO1
CPSF1,PSMB9
CPSF1,PSTPIP2
CPSF1,PTPRG
CPSF1,PTPRS
CPSF1,PTPRU
CPSF1,PXK
CPSF1,QKI
CPSF1,RAB31
CPSF1,RAB3IL1
CPSF1,RASSF8
CPSF1,RECK
CPSF1,RGS20
CPSF1,RGS9
CPSF1,RIN3
CPSF1,ROBO1
CPSF1,RPL39L
CPSF1,RTL8C
CPSF1,RUSC2
CPSF1,S1PR2
CPSF1,SATB2
CPSF1,SCD5
CPSF1,SDC3
CPSF1,SEMA4F
CPSF1,SEMA7A
CPSF1,SEPTIN6
CPSF1,SGCE
CPSF1,SH3BP5
CPSF1,SIRT4
CPSF1,SIX1
CPSF1,SLC12A5
CPSF1,SLC30A4
CPSF1,SLC4A3
CPSF1,SLC6A9
CPSF1,SLCO3A1
CPSF1,SMO
CPSF1,SNRPN
CPSF1,SNTA1
CPSF1,SNX10
CPSF1,SOAT1
CPSF1,SOCS2
CPSF1,SOCS3
CPSF1,SOGA1
CPSF1,SPART
CPSF1,SPHK1
CPSF1,STARD13
CPSF1,STC2
CPSF1,STOM
CPSF1,SYDE1
CPSF1,SYNGR1
CPSF1,SYNM
CPSF1,TBKBP1
CPSF1,TCEA2
CPSF1,TIAM1
CPSF1,TMEM45A
CPSF1,TNFAIP3
CPSF1,TPST1
CPSF1,TRMT12
CPSF1,TRPC1
CPSF1,TTC28
CPSF1,TUSC3
CPSF1,UBE2L6
CPSF1,WHRN
CPSF1,WIPF1
CPSF1,WNT3
CPSF1,WWC3
CPSF1,WWTR1
CPSF1,ZBTB10
CPSF1,ZCCHC24
CPSF1,ZFP30
CPSF1,ZFP37
CPSF1,ZNF134
CPSF1,ZNF287
CPSF1,ZNF304
CPSF1,ZNF345
CPSF1,ZNF362
CPSF1,ZNF462
CPSF1,ZNF512B
CPSF1,ZNF528
CPSF1,ZNF529
CPSF1,ZNF549
CPSF1,ZNF583
CPSF1,ZNF606
CPSF1,ZNF654
CPSF1,ZNF658
CPSF1,ZXDB
CRKL,AASS
CRKL,ABCA3
CRKL,ADA
CRKL,ADCY7
CRKL,ADCY9
CRKL,ADGRL1
CRKL,AHNAK2
CRKL,AKT3
CRKL,ANKRD6
CRKL,ANTXR1
CRKL,APBB1
CRKL,APOBEC3C
CRKL,APOBEC3F
CRKL,ARAP3
CRKL,ARHGEF10
CRKL,ARL4C
CRKL,ARSB
CRKL,ATP10D
CRKL,ATP8B2
CRKL,B3GALNT1
CRKL,BASP1
CRKL,BCAT1
CRKL,BEX3
CRKL,BHLHB9
CRKL,CALD1
CRKL,CBR3
CRKL,CBS
CRKL,CCDC88A
CRKL,CD83
CRKL,CDK14
CRKL,CDKL3
CRKL,CERS4
CRKL,CHN1
CRKL,CHST10
CRKL,CHST11
CRKL,CHST15
CRKL,CLEC2D
CRKL,CLTCL1
CRKL,CNTLN
CRKL,CNTNAP1
CRKL,COL6A1
CRKL,COL7A1
CRKL,CPLANE1
CRKL,CPPED1
CRKL,CSF1
CRKL,CSRP2
CRKL,CTSF
CRKL,CYBRD1
CRKL,DIPK1A
CRKL,DLG4
CRKL,DNAJC6
CRKL,DPF1
CRKL,DRAM1
CRKL,DTX3
CRKL,DUSP10
CRKL,DYRK3
CRKL,DZIP1
CRKL,EGFL7
CRKL,EHD3
CRKL,ELOVL5
CRKL,EPDR1
CRKL,ERO1B
CRKL,ETNK2
CRKL,EVC
CRKL,EXOC6B
CRKL,FADS2
CRKL,FAM169A
CRKL,FAM171A1
CRKL,FAM234B
CRKL,FBLN1
CRKL,FBXL2
CRKL,FERMT2
CRKL,FGD1
CRKL,FGFR1
CRKL,FHOD3
CRKL,FKBP1B
CRKL,FOXD1
CRKL,FSCN1
CRKL,FSTL1
CRKL,FUZ
CRKL,FZD1
CRKL,FZD2
CRKL,GABBR1
CRKL,GALC
CRKL,GAMT
CRKL,GAS6
CRKL,GDAP1
CRKL,GDF11
CRKL,GJC1
CRKL,GPR161
CRKL,GPSM1
CRKL,GSDME
CRKL,GSTM2
CRKL,GSTM3
CRKL,GSTM4
CRKL,HDAC9
CRKL,HDGFL3
CRKL,HEG1
CRKL,HLTF
CRKL,HOMER2
CRKL,HSD17B6
CRKL,ID3
CRKL,IFI16
CRKL,IGFBP3
CRKL,IL27RA
CRKL,ITGA5
CRKL,ITPR1
CRKL,JAK2
CRKL,JAZF1
CRKL,KAT2B
CRKL,KCNN4
CRKL,KDM4D
CRKL,KLF7
CRKL,KLF9
CRKL,LHFPL6
CRKL,LIMD2
CRKL,LOXL2
CRKL,LRP3
CRKL,LRP4
CRKL,LYN
CRKL,LYRM9
CRKL,LYST
CRKL,MAGEH1
CRKL,MAP1B
CRKL,MAP9
CRKL,MAPK11
CRKL,MBOAT2
CRKL,MDFIC
CRKL,MICB
CRKL,MPDZ
CRKL,MPP1
CRKL,MPP2
CRKL,MR1
CRKL,MVB12B
CRKL,MXRA7
CRKL,MYBL1
CRKL,MYO5A
CRKL,NAT1
CRKL,NAV2
CRKL,NBEA
CRKL,NFATC1
CRKL,NINL
CRKL,NR3C1
CRKL,NRP2
CRKL,NT5M
CRKL,OBSL1
CRKL,OGFRL1
CRKL,OSMR
CRKL,OXCT1
CRKL,P2RX5
CRKL,PARVB
CRKL,PCDHGC3
CRKL,PDK3
CRKL,PEG10
CRKL,PGBD1
CRKL,PIK3CD
CRKL,PKIG
CRKL,PLAU
CRKL,PLEKHO1
CRKL,PSMB9
CRKL,PSTPIP2
CRKL,PTPRG
CRKL,PTPRS
CRKL,PTPRU
CRKL,PXK
CRKL,QKI
CRKL,RAB31
CRKL,RAB3IL1
CRKL,RASSF8
CRKL,RECK
CRKL,RGS20
CRKL,RGS9
CRKL,RIN3
CRKL,ROBO1
CRKL,RPL39L
CRKL,RTL8C
CRKL,RUSC2
CRKL,S1PR2
CRKL,SATB2
CRKL,SCD5
CRKL,SDC3
CRKL,SEMA4F
CRKL,SEMA7A
CRKL,SEPTIN6
CRKL,SGCE
CRKL,SH3BP5
CRKL,SIRT4
CRKL,SIX1
CRKL,SLC12A5
CRKL,SLC30A4
CRKL,SLC4A3
CRKL,SLC6A9
CRKL,SLCO3A1
CRKL,SMO
CRKL,SNRPN
CRKL,SNTA1
CRKL,SNX10
CRKL,SOAT1
CRKL,SOCS2
CRKL,SOCS3
CRKL,SOGA1
CRKL,SPART
CRKL,SPHK1
CRKL,STARD13
CRKL,STC2
CRKL,STOM
CRKL,SYDE1
CRKL,SYNGR1
CRKL,SYNM
CRKL,TBKBP1
CRKL,TCEA2
CRKL,TIAM1
CRKL,TMEM45A
CRKL,TNFAIP3
CRKL,TPST1
CRKL,TRMT12
CRKL,TRPC1
CRKL,TTC28
CRKL,TUSC3
CRKL,UBE2L6
CRKL,WHRN
CRKL,WIPF1
CRKL,WNT3
CRKL,WWC3
CRKL,WWTR1
CRKL,ZBTB10
CRKL,ZCCHC24
CRKL,ZFP30
CRKL,ZFP37
CRKL,ZNF134
CRKL,ZNF287
CRKL,ZNF304
CRKL,ZNF345
CRKL,ZNF362
CRKL,ZNF462
CRKL,ZNF512B
CRKL,ZNF528
CRKL,ZNF529
CRKL,ZNF549
CRKL,ZNF583
CRKL,ZNF606
CRKL,ZNF654
CRKL,ZNF658
CRKL,ZXDB
CSNK1A1,AASS
CSNK1A1,ABCA3
CSNK1A1,ADA
CSNK1A1,ADCY7
CSNK1A1,ADCY9
CSNK1A1,ADGRL1
CSNK1A1,AHNAK2
CSNK1A1,AKT3
CSNK1A1,ANKRD6
CSNK1A1,ANTXR1
CSNK1A1,APBB1
CSNK1A1,APOBEC3C
CSNK1A1,APOBEC3F
CSNK1A1,ARAP3
CSNK1A1,ARHGEF10
CSNK1A1,ARL4C
CSNK1A1,ARSB
CSNK1A1,ATP10D
CSNK1A1,ATP8B2
CSNK1A1,B3GALNT1
CSNK1A1,BASP1
CSNK1A1,BCAT1
CSNK1A1,BEX3
CSNK1A1,BHLHB9
CSNK1A1,CALD1
CSNK1A1,CBR3
CSNK1A1,CBS
CSNK1A1,CCDC88A
CSNK1A1,CD83
CSNK1A1,CDK14
CSNK1A1,CDKL3
CSNK1A1,CERS4
CSNK1A1,CHN1
CSNK1A1,CHST10
CSNK1A1,CHST11
CSNK1A1,CHST15
CSNK1A1,CLEC2D
CSNK1A1,CLTCL1
CSNK1A1,CNTLN
CSNK1A1,CNTNAP1
CSNK1A1,COL6A1
CSNK1A1,COL7A1
CSNK1A1,CPLANE1
CSNK1A1,CPPED1
CSNK1A1,CSF1
CSNK1A1,CSRP2
CSNK1A1,CTSF
CSNK1A1,CYBRD1
CSNK1A1,DIPK1A
CSNK1A1,DLG4
CSNK1A1,DNAJC6
CSNK1A1,DPF1
CSNK1A1,DRAM1
CSNK1A1,DTX3
CSNK1A1,DUSP10
CSNK1A1,DYRK3
CSNK1A1,DZIP1
CSNK1A1,EGFL7
CSNK1A1,EHD3
CSNK1A1,ELOVL5
CSNK1A1,EPDR1
CSNK1A1,ERO1B
CSNK1A1,ETNK2
CSNK1A1,EVC
CSNK1A1,EXOC6B
CSNK1A1,FADS2
CSNK1A1,FAM169A
CSNK1A1,FAM171A1
CSNK1A1,FAM234B
CSNK1A1,FBLN1
CSNK1A1,FBXL2
CSNK1A1,FERMT2
CSNK1A1,FGD1
CSNK1A1,FGFR1
CSNK1A1,FHOD3
CSNK1A1,FKBP1B
CSNK1A1,FOXD1
CSNK1A1,FSCN1
CSNK1A1,FSTL1
CSNK1A1,FUZ
CSNK1A1,FZD1
CSNK1A1,FZD2
CSNK1A1,GABBR1
CSNK1A1,GALC
CSNK1A1,GAMT
CSNK1A1,GAS6
CSNK1A1,GDAP1
CSNK1A1,GDF11
CSNK1A1,GJC1
CSNK1A1,GPR161
CSNK1A1,GPSM1
CSNK1A1,GSDME
CSNK1A1,GSTM2
CSNK1A1,GSTM3
CSNK1A1,GSTM4
CSNK1A1,HDAC9
CSNK1A1,HDGFL3
CSNK1A1,HEG1
CSNK1A1,HLTF
CSNK1A1,HOMER2
CSNK1A1,HSD17B6
CSNK1A1,ID3
CSNK1A1,IFI16
CSNK1A1,IGFBP3
CSNK1A1,IL27RA
CSNK1A1,ITGA5
CSNK1A1,ITPR1
CSNK1A1,JAK2
CSNK1A1,JAZF1
CSNK1A1,KAT2B
CSNK1A1,KCNN4
CSNK1A1,KDM4D
CSNK1A1,KLF7
CSNK1A1,KLF9
CSNK1A1,LHFPL6
CSNK1A1,LIMD2
CSNK1A1,LOXL2
CSNK1A1,LRP3
CSNK1A1,LRP4
CSNK1A1,LYN
CSNK1A1,LYRM9
CSNK1A1,LYST
CSNK1A1,MAGEH1
CSNK1A1,MAP1B
CSNK1A1,MAP9
CSNK1A1,MAPK11
CSNK1A1,MBOAT2
CSNK1A1,MDFIC
CSNK1A1,MICB
CSNK1A1,MPDZ
CSNK1A1,MPP1
CSNK1A1,MPP2
CSNK1A1,MR1
CSNK1A1,MVB12B
CSNK1A1,MXRA7
CSNK1A1,MYBL1
CSNK1A1,MYO5A
CSNK1A1,NAT1
CSNK1A1,NAV2
CSNK1A1,NBEA
CSNK1A1,NFATC1
CSNK1A1,NINL
CSNK1A1,NR3C1
CSNK1A1,NRP2
CSNK1A1,NT5M
CSNK1A1,OBSL1
CSNK1A1,OGFRL1
CSNK1A1,OSMR
CSNK1A1,OXCT1
CSNK1A1,P2RX5
CSNK1A1,PARVB
CSNK1A1,PCDHGC3
CSNK1A1,PDK3
CSNK1A1,PEG10
CSNK1A1,PGBD1
CSNK1A1,PIK3CD
CSNK1A1,PKIG
CSNK1A1,PLAU
CSNK1A1,PLEKHO1
CSNK1A1,PSMB9
CSNK1A1,PSTPIP2
CSNK1A1,PTPRG
CSNK1A1,PTPRS
CSNK1A1,PTPRU
CSNK1A1,PXK
CSNK1A1,QKI
CSNK1A1,RAB31
CSNK1A1,RAB3IL1
CSNK1A1,RASSF8
CSNK1A1,RECK
CSNK1A1,RGS20
CSNK1A1,RGS9
CSNK1A1,RIN3
CSNK1A1,ROBO1
CSNK1A1,RPL39L
CSNK1A1,RTL8C
CSNK1A1,RUSC2
CSNK1A1,S1PR2
CSNK1A1,SATB2
CSNK1A1,SCD5
CSNK1A1,SDC3
CSNK1A1,SEMA4F
CSNK1A1,SEMA7A
CSNK1A1,SEPTIN6
CSNK1A1,SGCE
CSNK1A1,SH3BP5
CSNK1A1,SIRT4
CSNK1A1,SIX1
CSNK1A1,SLC12A5
CSNK1A1,SLC30A4
CSNK1A1,SLC4A3
CSNK1A1,SLC6A9
CSNK1A1,SLCO3A1
CSNK1A1,SMO
CSNK1A1,SNRPN
CSNK1A1,SNTA1
CSNK1A1,SNX10
CSNK1A1,SOAT1
CSNK1A1,SOCS2
CSNK1A1,SOCS3
CSNK1A1,SOGA1
CSNK1A1,SPART
CSNK1A1,SPHK1
CSNK1A1,STARD13
CSNK1A1,STC2
CSNK1A1,STOM
CSNK1A1,SYDE1
CSNK1A1,SYNGR1
CSNK1A1,SYNM
CSNK1A1,TBKBP1
CSNK1A1,TCEA2
CSNK1A1,TIAM1
CSNK1A1,TMEM45A
CSNK1A1,TNFAIP3
CSNK1A1,TPST1
CSNK1A1,TRMT12
CSNK1A1,TRPC1
CSNK1A1,TTC28
CSNK1A1,TUSC3
CSNK1A1,UBE2L6
CSNK1A1,WHRN
CSNK1A1,WIPF1
CSNK1A1,WNT3
CSNK1A1,WWC3
CSNK1A1,WWTR1
CSNK1A1,ZBTB10
CSNK1A1,ZCCHC24
CSNK1A1,ZFP30
CSNK1A1,ZFP37
CSNK1A1,ZNF134
CSNK1A1,ZNF287
CSNK1A1,ZNF304
CSNK1A1,ZNF345
CSNK1A1,ZNF362
CSNK1A1,ZNF462
CSNK1A1,ZNF512B
CSNK1A1,ZNF528
CSNK1A1,ZNF529
CSNK1A1,ZNF549
CSNK1A1,ZNF583
CSNK1A1,ZNF606
CSNK1A1,ZNF654
CSNK1A1,ZNF658
CSNK1A1,ZXDB
CTNNB1,AASS
CTNNB1,ABCA3
CTNNB1,ADA
CTNNB1,ADCY7
CTNNB1,ADCY9
CTNNB1,ADGRL1
CTNNB1,AHNAK2
CTNNB1,AKT3
CTNNB1,ANKRD6
CTNNB1,ANTXR1
CTNNB1,APBB1
CTNNB1,APOBEC3C
CTNNB1,APOBEC3F
CTNNB1,ARAP3
CTNNB1,ARHGEF10
CTNNB1,ARL4C
CTNNB1,ARSB
CTNNB1,ATP10D
CTNNB1,ATP8B2
CTNNB1,B3GALNT1
CTNNB1,BASP1
CTNNB1,BCAT1
CTNNB1,BEX3
CTNNB1,BHLHB9
CTNNB1,CALD1
CTNNB1,CBR3
CTNNB1,CBS
CTNNB1,CCDC88A
CTNNB1,CD83
CTNNB1,CDK14
CTNNB1,CDKL3
CTNNB1,CERS4
CTNNB1,CHN1
CTNNB1,CHST10
CTNNB1,CHST11
CTNNB1,CHST15
CTNNB1,CLEC2D
CTNNB1,CLTCL1
CTNNB1,CNTLN
CTNNB1,CNTNAP1
CTNNB1,COL6A1
CTNNB1,COL7A1
CTNNB1,CPLANE1
CTNNB1,CPPED1
CTNNB1,CSF1
CTNNB1,CSRP2
CTNNB1,CTSF
CTNNB1,CYBRD1
CTNNB1,DIPK1A
CTNNB1,DLG4
CTNNB1,DNAJC6
CTNNB1,DPF1
CTNNB1,DRAM1
CTNNB1,DTX3
CTNNB1,DUSP10
CTNNB1,DYRK3
CTNNB1,DZIP1
CTNNB1,EGFL7
CTNNB1,EHD3
CTNNB1,ELOVL5
CTNNB1,EPDR1
CTNNB1,ERO1B
CTNNB1,ETNK2
CTNNB1,EVC
CTNNB1,EXOC6B
CTNNB1,FADS2
CTNNB1,FAM169A
CTNNB1,FAM171A1
CTNNB1,FAM234B
CTNNB1,FBLN1
CTNNB1,FBXL2
CTNNB1,FERMT2
CTNNB1,FGD1
CTNNB1,FGFR1
CTNNB1,FHOD3
CTNNB1,FKBP1B
CTNNB1,FOXD1
CTNNB1,FSCN1
CTNNB1,FSTL1
CTNNB1,FUZ
CTNNB1,FZD1
CTNNB1,FZD2
CTNNB1,GABBR1
CTNNB1,GALC
CTNNB1,GAMT
CTNNB1,GAS6
CTNNB1,GDAP1
CTNNB1,GDF11
CTNNB1,GJC1
CTNNB1,GPR161
CTNNB1,GPSM1
CTNNB1,GSDME
CTNNB1,GSTM2
CTNNB1,GSTM3
CTNNB1,GSTM4
CTNNB1,HDAC9
CTNNB1,HDGFL3
CTNNB1,HEG1
CTNNB1,HLTF
CTNNB1,HOMER2
CTNNB1,HSD17B6
CTNNB1,ID3
CTNNB1,IFI16
CTNNB1,IGFBP3
CTNNB1,IL27RA
CTNNB1,ITGA5
CTNNB1,ITPR1
CTNNB1,JAK2
CTNNB1,JAZF1
CTNNB1,KAT2B
CTNNB1,KCNN4
CTNNB1,KDM4D
CTNNB1,KLF7
CTNNB1,KLF9
CTNNB1,LHFPL6
CTNNB1,LIMD2
CTNNB1,LOXL2
CTNNB1,LRP3
CTNNB1,LRP4
CTNNB1,LYN
CTNNB1,LYRM9
CTNNB1,LYST
CTNNB1,MAGEH1
CTNNB1,MAP1B
CTNNB1,MAP9
CTNNB1,MAPK11
CTNNB1,MBOAT2
CTNNB1,MDFIC
CTNNB1,MICB
CTNNB1,MPDZ
CTNNB1,MPP1
CTNNB1,MPP2
CTNNB1,MR1
CTNNB1,MVB12B
CTNNB1,MXRA7
CTNNB1,MYBL1
CTNNB1,MYO5A
CTNNB1,NAT1
CTNNB1,NAV2
CTNNB1,NBEA
CTNNB1,NFATC1
CTNNB1,NINL
CTNNB1,NR3C1
CTNNB1,NRP2
CTNNB1,NT5M
CTNNB1,OBSL1
CTNNB1,OGFRL1
CTNNB1,OSMR
CTNNB1,OXCT1
CTNNB1,P2RX5
CTNNB1,PARVB
CTNNB1,PCDHGC3
CTNNB1,PDK3
CTNNB1,PEG10
CTNNB1,PGBD1
CTNNB1,PIK3CD
CTNNB1,PKIG
CTNNB1,PLAU
CTNNB1,PLEKHO1
CTNNB1,PSMB9
CTNNB1,PSTPIP2
CTNNB1,PTPRG
CTNNB1,PTPRS
CTNNB1,PTPRU
CTNNB1,PXK
CTNNB1,QKI
CTNNB1,RAB31
CTNNB1,RAB3IL1
CTNNB1,RASSF8
CTNNB1,RECK
CTNNB1,RGS20
CTNNB1,RGS9
CTNNB1,RIN3
CTNNB1,ROBO1
CTNNB1,RPL39L
CTNNB1,RTL8C
CTNNB1,RUSC2
CTNNB1,S1PR2
CTNNB1,SATB2
CTNNB1,SCD5
CTNNB1,SDC3
CTNNB1,SEMA4F
CTNNB1,SEMA7A
CTNNB1,SEPTIN6
CTNNB1,SGCE
CTNNB1,SH3BP5
CTNNB1,SIRT4
CTNNB1,SIX1
CTNNB1,SLC12A5
CTNNB1,SLC30A4
CTNNB1,SLC4A3
CTNNB1,SLC6A9
CTNNB1,SLCO3A1
CTNNB1,SMO
CTNNB1,SNRPN
CTNNB1,SNTA1
CTNNB1,SNX10
CTNNB1,SOAT1
CTNNB1,SOCS2
CTNNB1,SOCS3
CTNNB1,SOGA1
CTNNB1,SPART
CTNNB1,SPHK1
CTNNB1,STARD13
CTNNB1,STC2
CTNNB1,STOM
CTNNB1,SYDE1
CTNNB1,SYNGR1
CTNNB1,SYNM
CTNNB1,TBKBP1
CTNNB1,TCEA2
CTNNB1,TIAM1
CTNNB1,TMEM45A
CTNNB1,TNFAIP3
CTNNB1,TPST1
CTNNB1,TRMT12
CTNNB1,TRPC1
CTNNB1,TTC28
CTNNB1,TUSC3
CTNNB1,UBE2L6
CTNNB1,WHRN
CTNNB1,WIPF1
CTNNB1,WNT3
CTNNB1,WWC3
CTNNB1,WWTR1
CTNNB1,ZBTB10
CTNNB1,ZCCHC24
CTNNB1,ZFP30
CTNNB1,ZFP37
CTNNB1,ZNF134
CTNNB1,ZNF287
CTNNB1,ZNF304
CTNNB1,ZNF345
CTNNB1,ZNF362
CTNNB1,ZNF462
CTNNB1,ZNF512B
CTNNB1,ZNF528
CTNNB1,ZNF529
CTNNB1,ZNF549
CTNNB1,ZNF583
CTNNB1,ZNF606
CTNNB1,ZNF654
CTNNB1,ZNF658
CTNNB1,ZXDB
CTNNBL1,AASS
CTNNBL1,ABCA3
CTNNBL1,ADA
CTNNBL1,ADCY7
CTNNBL1,ADCY9
CTNNBL1,ADGRL1
CTNNBL1,AHNAK2
CTNNBL1,AKT3
CTNNBL1,ANKRD6
CTNNBL1,ANTXR1
CTNNBL1,APBB1
CTNNBL1,APOBEC3C
CTNNBL1,APOBEC3F
CTNNBL1,ARAP3
CTNNBL1,ARHGEF10
CTNNBL1,ARL4C
CTNNBL1,ARSB
CTNNBL1,ATP10D
CTNNBL1,ATP8B2
CTNNBL1,B3GALNT1
CTNNBL1,BASP1
CTNNBL1,BCAT1
CTNNBL1,BEX3
CTNNBL1,BHLHB9
CTNNBL1,CALD1
CTNNBL1,CBR3
CTNNBL1,CBS
CTNNBL1,CCDC88A
CTNNBL1,CD83
CTNNBL1,CDK14
CTNNBL1,CDKL3
CTNNBL1,CERS4
CTNNBL1,CHN1
CTNNBL1,CHST10
CTNNBL1,CHST11
CTNNBL1,CHST15
CTNNBL1,CLEC2D
CTNNBL1,CLTCL1
CTNNBL1,CNTLN
CTNNBL1,CNTNAP1
CTNNBL1,COL6A1
CTNNBL1,COL7A1
CTNNBL1,CPLANE1
CTNNBL1,CPPED1
CTNNBL1,CSF1
CTNNBL1,CSRP2
CTNNBL1,CTSF
CTNNBL1,CYBRD1
CTNNBL1,DIPK1A
CTNNBL1,DLG4
