gene1,gene2
MAP2K1,KLF9
MAP2K1,LHFPL6
MAP2K1,LIMD2
MAP2K1,LOXL2
MAP2K1,LRP3
MAP2K1,LRP4
MAP2K1,LYN
MAP2K1,LYRM9
MAP2K1,LYST
MAP2K1,MAGEH1
MAP2K1,MAP1B
MAP2K1,MAP9
MAP2K1,MAPK11
MAP2K1,MBOAT2
MAP2K1,MDFIC
MAP2K1,MICB
MAP2K1,MPDZ
MAP2K1,MPP1
MAP2K1,MPP2
MAP2K1,MR1
MAP2K1,MVB12B
MAP2K1,MXRA7
MAP2K1,MYBL1
MAP2K1,MYO5A
MAP2K1,NAT1
MAP2K1,NAV2
MAP2K1,NBEA
MAP2K1,NFATC1
MAP2K1,NINL
MAP2K1,NR3C1
MAP2K1,NRP2
MAP2K1,NT5M
MAP2K1,OBSL1
MAP2K1,OGFRL1
MAP2K1,OSMR
MAP2K1,OXCT1
MAP2K1,P2RX5
MAP2K1,PARVB
MAP2K1,PCDHGC3
MAP2K1,PDK3
MAP2K1,PEG10
MAP2K1,PGBD1
MAP2K1,PIK3CD
MAP2K1,PKIG
MAP2K1,PLAU
MAP2K1,PLEKHO1
MAP2K1,PSMB9
MAP2K1,PSTPIP2
MAP2K1,PTPRG
MAP2K1,PTPRS
MAP2K1,PTPRU
MAP2K1,PXK
MAP2K1,QKI
MAP2K1,RAB31
MAP2K1,RAB3IL1
MAP2K1,RASSF8
MAP2K1,RECK
MAP2K1,RGS20
MAP2K1,RGS9
MAP2K1,RIN3
MAP2K1,ROBO1
MAP2K1,RPL39L
MAP2K1,RTL8C
MAP2K1,RUSC2
MAP2K1,S1PR2
MAP2K1,SATB2
MAP2K1,SCD5
MAP2K1,SDC3
MAP2K1,SEMA4F
MAP2K1,SEMA7A
MAP2K1,SEPTIN6
MAP2K1,SGCE
MAP2K1,SH3BP5
MAP2K1,SIRT4
MAP2K1,SIX1
MAP2K1,SLC12A5
MAP2K1,SLC30A4
MAP2K1,SLC4A3
MAP2K1,SLC6A9
MAP2K1,SLCO3A1
MAP2K1,SMO
MAP2K1,SNRPN
MAP2K1,SNTA1
MAP2K1,SNX10
MAP2K1,SOAT1
MAP2K1,SOCS2
MAP2K1,SOCS3
MAP2K1,SOGA1
MAP2K1,SPART
MAP2K1,SPHK1
MAP2K1,STARD13
MAP2K1,STC2
MAP2K1,STOM
MAP2K1,SYDE1
MAP2K1,SYNGR1
MAP2K1,SYNM
MAP2K1,TBKBP1
MAP2K1,TCEA2
MAP2K1,TIAM1
MAP2K1,TMEM45A
MAP2K1,TNFAIP3
MAP2K1,TPST1
MAP2K1,TRMT12
MAP2K1,TRPC1
MAP2K1,TTC28
MAP2K1,TUSC3
MAP2K1,UBE2L6
MAP2K1,WHRN
MAP2K1,WIPF1
MAP2K1,WNT3
MAP2K1,WWC3
MAP2K1,WWTR1
MAP2K1,ZBTB10
MAP2K1,ZCCHC24
MAP2K1,ZFP30
MAP2K1,ZFP37
MAP2K1,ZNF134
MAP2K1,ZNF287
MAP2K1,ZNF304
MAP2K1,ZNF345
MAP2K1,ZNF362
MAP2K1,ZNF462
MAP2K1,ZNF512B
MAP2K1,ZNF528
MAP2K1,ZNF529
MAP2K1,ZNF549
MAP2K1,ZNF583
MAP2K1,ZNF606
MAP2K1,ZNF654
MAP2K1,ZNF658
MAP2K1,ZXDB
MATR3,AASS
MATR3,ABCA3
MATR3,ADA
MATR3,ADCY7
MATR3,ADCY9
MATR3,ADGRL1
MATR3,AHNAK2
MATR3,AKT3
MATR3,ANKRD6
MATR3,ANTXR1
MATR3,APBB1
MATR3,APOBEC3C
MATR3,APOBEC3F
MATR3,ARAP3
MATR3,ARHGEF10
MATR3,ARL4C
MATR3,ARSB
MATR3,ATP10D
MATR3,ATP8B2
MATR3,B3GALNT1
MATR3,BASP1
MATR3,BCAT1
MATR3,BEX3
MATR3,BHLHB9
MATR3,CALD1
MATR3,CBR3
MATR3,CBS
MATR3,CCDC88A
MATR3,CD83
MATR3,CDK14
MATR3,CDKL3
MATR3,CERS4
MATR3,CHN1
MATR3,CHST10
MATR3,CHST11
MATR3,CHST15
MATR3,CLEC2D
MATR3,CLTCL1
MATR3,CNTLN
MATR3,CNTNAP1
MATR3,COL6A1
MATR3,COL7A1
MATR3,CPLANE1
MATR3,CPPED1
MATR3,CSF1
MATR3,CSRP2
MATR3,CTSF
MATR3,CYBRD1
MATR3,DIPK1A
MATR3,DLG4
MATR3,DNAJC6
MATR3,DPF1
MATR3,DRAM1
MATR3,DTX3
MATR3,DUSP10
MATR3,DYRK3
MATR3,DZIP1
MATR3,EGFL7
MATR3,EHD3
MATR3,ELOVL5
MATR3,EPDR1
MATR3,ERO1B
MATR3,ETNK2
MATR3,EVC
MATR3,EXOC6B
MATR3,FADS2
MATR3,FAM169A
MATR3,FAM171A1
MATR3,FAM234B
MATR3,FBLN1
MATR3,FBXL2
MATR3,FERMT2
MATR3,FGD1
MATR3,FGFR1
MATR3,FHOD3
MATR3,FKBP1B
MATR3,FOXD1
MATR3,FSCN1
MATR3,FSTL1
MATR3,FUZ
MATR3,FZD1
MATR3,FZD2
MATR3,GABBR1
MATR3,GALC
MATR3,GAMT
MATR3,GAS6
MATR3,GDAP1
MATR3,GDF11
MATR3,GJC1
MATR3,GPR161
MATR3,GPSM1
MATR3,GSDME
MATR3,GSTM2
MATR3,GSTM3
MATR3,GSTM4
MATR3,HDAC9
MATR3,HDGFL3
MATR3,HEG1
MATR3,HLTF
MATR3,HOMER2
MATR3,HSD17B6
MATR3,ID3
MATR3,IFI16
MATR3,IGFBP3
MATR3,IL27RA
MATR3,ITGA5
MATR3,ITPR1
MATR3,JAK2
MATR3,JAZF1
MATR3,KAT2B
MATR3,KCNN4
MATR3,KDM4D
MATR3,KLF7
MATR3,KLF9
MATR3,LHFPL6
MATR3,LIMD2
MATR3,LOXL2
MATR3,LRP3
MATR3,LRP4
MATR3,LYN
MATR3,LYRM9
MATR3,LYST
MATR3,MAGEH1
MATR3,MAP1B
MATR3,MAP9
MATR3,MAPK11
MATR3,MBOAT2
MATR3,MDFIC
MATR3,MICB
MATR3,MPDZ
MATR3,MPP1
MATR3,MPP2
MATR3,MR1
MATR3,MVB12B
MATR3,MXRA7
MATR3,MYBL1
MATR3,MYO5A
MATR3,NAT1
MATR3,NAV2
MATR3,NBEA
MATR3,NFATC1
MATR3,NINL
MATR3,NR3C1
MATR3,NRP2
MATR3,NT5M
MATR3,OBSL1
MATR3,OGFRL1
MATR3,OSMR
MATR3,OXCT1
MATR3,P2RX5
MATR3,PARVB
MATR3,PCDHGC3
MATR3,PDK3
MATR3,PEG10
MATR3,PGBD1
MATR3,PIK3CD
MATR3,PKIG
MATR3,PLAU
MATR3,PLEKHO1
MATR3,PSMB9
MATR3,PSTPIP2
MATR3,PTPRG
MATR3,PTPRS
MATR3,PTPRU
MATR3,PXK
MATR3,QKI
MATR3,RAB31
MATR3,RAB3IL1
MATR3,RASSF8
MATR3,RECK
MATR3,RGS20
MATR3,RGS9
MATR3,RIN3
MATR3,ROBO1
MATR3,RPL39L
MATR3,RTL8C
MATR3,RUSC2
MATR3,S1PR2
MATR3,SATB2
MATR3,SCD5
MATR3,SDC3
MATR3,SEMA4F
MATR3,SEMA7A
MATR3,SEPTIN6
MATR3,SGCE
MATR3,SH3BP5
MATR3,SIRT4
MATR3,SIX1
MATR3,SLC12A5
MATR3,SLC30A4
MATR3,SLC4A3
MATR3,SLC6A9
MATR3,SLCO3A1
MATR3,SMO
MATR3,SNRPN
MATR3,SNTA1
MATR3,SNX10
MATR3,SOAT1
MATR3,SOCS2
MATR3,SOCS3
MATR3,SOGA1
MATR3,SPART
MATR3,SPHK1
MATR3,STARD13
MATR3,STC2
MATR3,STOM
MATR3,SYDE1
MATR3,SYNGR1
MATR3,SYNM
MATR3,TBKBP1
MATR3,TCEA2
MATR3,TIAM1
MATR3,TMEM45A
MATR3,TNFAIP3
MATR3,TPST1
MATR3,TRMT12
MATR3,TRPC1
MATR3,TTC28
MATR3,TUSC3
MATR3,UBE2L6
MATR3,WHRN
MATR3,WIPF1
MATR3,WNT3
MATR3,WWC3
MATR3,WWTR1
MATR3,ZBTB10
MATR3,ZCCHC24
MATR3,ZFP30
MATR3,ZFP37
MATR3,ZNF134
MATR3,ZNF287
MATR3,ZNF304
MATR3,ZNF345
MATR3,ZNF362
MATR3,ZNF462
MATR3,ZNF512B
MATR3,ZNF528
MATR3,ZNF529
MATR3,ZNF549
MATR3,ZNF583
MATR3,ZNF606
MATR3,ZNF654
MATR3,ZNF658
MATR3,ZXDB
MAU2,AASS
MAU2,ABCA3
MAU2,ADA
MAU2,ADCY7
MAU2,ADCY9
MAU2,ADGRL1
MAU2,AHNAK2
MAU2,AKT3
MAU2,ANKRD6
MAU2,ANTXR1
MAU2,APBB1
MAU2,APOBEC3C
MAU2,APOBEC3F
MAU2,ARAP3
MAU2,ARHGEF10
MAU2,ARL4C
MAU2,ARSB
MAU2,ATP10D
MAU2,ATP8B2
MAU2,B3GALNT1
MAU2,BASP1
MAU2,BCAT1
MAU2,BEX3
MAU2,BHLHB9
MAU2,CALD1
MAU2,CBR3
MAU2,CBS
MAU2,CCDC88A
MAU2,CD83
MAU2,CDK14
MAU2,CDKL3
MAU2,CERS4
MAU2,CHN1
MAU2,CHST10
MAU2,CHST11
MAU2,CHST15
MAU2,CLEC2D
MAU2,CLTCL1
MAU2,CNTLN
MAU2,CNTNAP1
MAU2,COL6A1
MAU2,COL7A1
MAU2,CPLANE1
MAU2,CPPED1
MAU2,CSF1
MAU2,CSRP2
MAU2,CTSF
MAU2,CYBRD1
MAU2,DIPK1A
MAU2,DLG4
MAU2,DNAJC6
MAU2,DPF1
MAU2,DRAM1
MAU2,DTX3
MAU2,DUSP10
MAU2,DYRK3
MAU2,DZIP1
MAU2,EGFL7
MAU2,EHD3
MAU2,ELOVL5
MAU2,EPDR1
MAU2,ERO1B
MAU2,ETNK2
MAU2,EVC
MAU2,EXOC6B
MAU2,FADS2
MAU2,FAM169A
MAU2,FAM171A1
MAU2,FAM234B
MAU2,FBLN1
MAU2,FBXL2
MAU2,FERMT2
MAU2,FGD1
MAU2,FGFR1
MAU2,FHOD3
MAU2,FKBP1B
MAU2,FOXD1
MAU2,FSCN1
MAU2,FSTL1
MAU2,FUZ
MAU2,FZD1
MAU2,FZD2
MAU2,GABBR1
MAU2,GALC
MAU2,GAMT
MAU2,GAS6
MAU2,GDAP1
MAU2,GDF11
MAU2,GJC1
MAU2,GPR161
MAU2,GPSM1
MAU2,GSDME
MAU2,GSTM2
MAU2,GSTM3
MAU2,GSTM4
MAU2,HDAC9
MAU2,HDGFL3
MAU2,HEG1
MAU2,HLTF
MAU2,HOMER2
MAU2,HSD17B6
MAU2,ID3
MAU2,IFI16
MAU2,IGFBP3
MAU2,IL27RA
MAU2,ITGA5
MAU2,ITPR1
MAU2,JAK2
MAU2,JAZF1
MAU2,KAT2B
MAU2,KCNN4
MAU2,KDM4D
MAU2,KLF7
MAU2,KLF9
MAU2,LHFPL6
MAU2,LIMD2
MAU2,LOXL2
MAU2,LRP3
MAU2,LRP4
MAU2,LYN
MAU2,LYRM9
MAU2,LYST
MAU2,MAGEH1
MAU2,MAP1B
MAU2,MAP9
MAU2,MAPK11
MAU2,MBOAT2
MAU2,MDFIC
MAU2,MICB
MAU2,MPDZ
MAU2,MPP1
MAU2,MPP2
MAU2,MR1
MAU2,MVB12B
MAU2,MXRA7
MAU2,MYBL1
MAU2,MYO5A
MAU2,NAT1
MAU2,NAV2
MAU2,NBEA
MAU2,NFATC1
MAU2,NINL
MAU2,NR3C1
MAU2,NRP2
MAU2,NT5M
MAU2,OBSL1
MAU2,OGFRL1
MAU2,OSMR
MAU2,OXCT1
MAU2,P2RX5
MAU2,PARVB
MAU2,PCDHGC3
MAU2,PDK3
MAU2,PEG10
MAU2,PGBD1
MAU2,PIK3CD
MAU2,PKIG
MAU2,PLAU
MAU2,PLEKHO1
MAU2,PSMB9
MAU2,PSTPIP2
MAU2,PTPRG
MAU2,PTPRS
MAU2,PTPRU
MAU2,PXK
MAU2,QKI
MAU2,RAB31
MAU2,RAB3IL1
MAU2,RASSF8
MAU2,RECK
MAU2,RGS20
MAU2,RGS9
MAU2,RIN3
MAU2,ROBO1
MAU2,RPL39L
MAU2,RTL8C
MAU2,RUSC2
MAU2,S1PR2
MAU2,SATB2
MAU2,SCD5
MAU2,SDC3
MAU2,SEMA4F
MAU2,SEMA7A
MAU2,SEPTIN6
MAU2,SGCE
MAU2,SH3BP5
MAU2,SIRT4
MAU2,SIX1
MAU2,SLC12A5
MAU2,SLC30A4
MAU2,SLC4A3
MAU2,SLC6A9
MAU2,SLCO3A1
MAU2,SMO
MAU2,SNRPN
MAU2,SNTA1
MAU2,SNX10
MAU2,SOAT1
MAU2,SOCS2
MAU2,SOCS3
MAU2,SOGA1
MAU2,SPART
MAU2,SPHK1
MAU2,STARD13
MAU2,STC2
MAU2,STOM
MAU2,SYDE1
MAU2,SYNGR1
MAU2,SYNM
MAU2,TBKBP1
MAU2,TCEA2
MAU2,TIAM1
MAU2,TMEM45A
MAU2,TNFAIP3
MAU2,TPST1
MAU2,TRMT12
MAU2,TRPC1
MAU2,TTC28
MAU2,TUSC3
MAU2,UBE2L6
MAU2,WHRN
MAU2,WIPF1
MAU2,WNT3
MAU2,WWC3
MAU2,WWTR1
MAU2,ZBTB10
MAU2,ZCCHC24
MAU2,ZFP30
MAU2,ZFP37
MAU2,ZNF134
MAU2,ZNF287
MAU2,ZNF304
MAU2,ZNF345
MAU2,ZNF362
MAU2,ZNF462
MAU2,ZNF512B
MAU2,ZNF528
MAU2,ZNF529
MAU2,ZNF549
MAU2,ZNF583
MAU2,ZNF606
MAU2,ZNF654
MAU2,ZNF658
MAU2,ZXDB
MAX,AASS
MAX,ABCA3
MAX,ADA
MAX,ADCY7
MAX,ADCY9
MAX,ADGRL1
MAX,AHNAK2
MAX,AKT3
MAX,ANKRD6
MAX,ANTXR1
MAX,APBB1
MAX,APOBEC3C
MAX,APOBEC3F
MAX,ARAP3
MAX,ARHGEF10
MAX,ARL4C
MAX,ARSB
MAX,ATP10D
MAX,ATP8B2
MAX,B3GALNT1
MAX,BASP1
MAX,BCAT1
MAX,BEX3
MAX,BHLHB9
MAX,CALD1
MAX,CBR3
MAX,CBS
MAX,CCDC88A
MAX,CD83
MAX,CDK14
MAX,CDKL3
MAX,CERS4
MAX,CHN1
MAX,CHST10
MAX,CHST11
MAX,CHST15
MAX,CLEC2D
MAX,CLTCL1
MAX,CNTLN
MAX,CNTNAP1
MAX,COL6A1
MAX,COL7A1
MAX,CPLANE1
MAX,CPPED1
MAX,CSF1
MAX,CSRP2
MAX,CTSF
MAX,CYBRD1
MAX,DIPK1A
MAX,DLG4
MAX,DNAJC6
MAX,DPF1
MAX,DRAM1
MAX,DTX3
MAX,DUSP10
MAX,DYRK3
MAX,DZIP1
MAX,EGFL7
MAX,EHD3
MAX,ELOVL5
MAX,EPDR1
MAX,ERO1B
MAX,ETNK2
MAX,EVC
MAX,EXOC6B
MAX,FADS2
MAX,FAM169A
MAX,FAM171A1
MAX,FAM234B
MAX,FBLN1
MAX,FBXL2
MAX,FERMT2
MAX,FGD1
MAX,FGFR1
MAX,FHOD3
MAX,FKBP1B
MAX,FOXD1
MAX,FSCN1
MAX,FSTL1
MAX,FUZ
MAX,FZD1
MAX,FZD2
MAX,GABBR1
MAX,GALC
MAX,GAMT
MAX,GAS6
MAX,GDAP1
MAX,GDF11
MAX,GJC1
MAX,GPR161
MAX,GPSM1
MAX,GSDME
MAX,GSTM2
MAX,GSTM3
MAX,GSTM4
MAX,HDAC9
MAX,HDGFL3
MAX,HEG1
MAX,HLTF
MAX,HOMER2
MAX,HSD17B6
MAX,ID3
MAX,IFI16
MAX,IGFBP3
MAX,IL27RA
MAX,ITGA5
MAX,ITPR1
MAX,JAK2
MAX,JAZF1
MAX,KAT2B
MAX,KCNN4
MAX,KDM4D
MAX,KLF7
MAX,KLF9
MAX,LHFPL6
MAX,LIMD2
MAX,LOXL2
MAX,LRP3
MAX,LRP4
MAX,LYN
MAX,LYRM9
MAX,LYST
MAX,MAGEH1
MAX,MAP1B
MAX,MAP9
MAX,MAPK11
MAX,MBOAT2
MAX,MDFIC
MAX,MICB
MAX,MPDZ
MAX,MPP1
MAX,MPP2
MAX,MR1
MAX,MVB12B
MAX,MXRA7
MAX,MYBL1
MAX,MYO5A
MAX,NAT1
MAX,NAV2
MAX,NBEA
MAX,NFATC1
MAX,NINL
MAX,NR3C1
MAX,NRP2
MAX,NT5M
MAX,OBSL1
MAX,OGFRL1
MAX,OSMR
MAX,OXCT1
MAX,P2RX5
MAX,PARVB
MAX,PCDHGC3
MAX,PDK3
MAX,PEG10
MAX,PGBD1
MAX,PIK3CD
MAX,PKIG
MAX,PLAU
MAX,PLEKHO1
MAX,PSMB9
MAX,PSTPIP2
MAX,PTPRG
MAX,PTPRS
MAX,PTPRU
MAX,PXK
MAX,QKI
MAX,RAB31
MAX,RAB3IL1
MAX,RASSF8
MAX,RECK
MAX,RGS20
MAX,RGS9
MAX,RIN3
MAX,ROBO1
MAX,RPL39L
MAX,RTL8C
MAX,RUSC2
MAX,S1PR2
MAX,SATB2
MAX,SCD5
MAX,SDC3
MAX,SEMA4F
MAX,SEMA7A
MAX,SEPTIN6
MAX,SGCE
MAX,SH3BP5
MAX,SIRT4
MAX,SIX1
MAX,SLC12A5
MAX,SLC30A4
MAX,SLC4A3
MAX,SLC6A9
MAX,SLCO3A1
MAX,SMO
MAX,SNRPN
MAX,SNTA1
MAX,SNX10
MAX,SOAT1
MAX,SOCS2
MAX,SOCS3
MAX,SOGA1
MAX,SPART
MAX,SPHK1
MAX,STARD13
MAX,STC2
MAX,STOM
MAX,SYDE1
MAX,SYNGR1
MAX,SYNM
MAX,TBKBP1
MAX,TCEA2
MAX,TIAM1
MAX,TMEM45A
MAX,TNFAIP3
MAX,TPST1
MAX,TRMT12
MAX,TRPC1
MAX,TTC28
MAX,TUSC3
MAX,UBE2L6
MAX,WHRN
MAX,WIPF1
MAX,WNT3
MAX,WWC3
MAX,WWTR1
MAX,ZBTB10
MAX,ZCCHC24
MAX,ZFP30
MAX,ZFP37
MAX,ZNF134
MAX,ZNF287
MAX,ZNF304
MAX,ZNF345
MAX,ZNF362
MAX,ZNF462
MAX,ZNF512B
MAX,ZNF528
MAX,ZNF529
MAX,ZNF549
MAX,ZNF583
MAX,ZNF606
MAX,ZNF654
MAX,ZNF658
MAX,ZXDB
MBD3,AASS
MBD3,ABCA3
MBD3,ADA
MBD3,ADCY7
MBD3,ADCY9
MBD3,ADGRL1
MBD3,AHNAK2
MBD3,AKT3
MBD3,ANKRD6
MBD3,ANTXR1
MBD3,APBB1
MBD3,APOBEC3C
MBD3,APOBEC3F
MBD3,ARAP3
MBD3,ARHGEF10
MBD3,ARL4C
MBD3,ARSB
MBD3,ATP10D
MBD3,ATP8B2
MBD3,B3GALNT1
MBD3,BASP1
MBD3,BCAT1
MBD3,BEX3
MBD3,BHLHB9
MBD3,CALD1
MBD3,CBR3
MBD3,CBS
MBD3,CCDC88A
MBD3,CD83
MBD3,CDK14
MBD3,CDKL3
MBD3,CERS4
MBD3,CHN1
MBD3,CHST10
MBD3,CHST11
MBD3,CHST15
MBD3,CLEC2D
MBD3,CLTCL1
MBD3,CNTLN
MBD3,CNTNAP1
MBD3,COL6A1
MBD3,COL7A1
MBD3,CPLANE1
MBD3,CPPED1
MBD3,CSF1
MBD3,CSRP2
MBD3,CTSF
MBD3,CYBRD1
MBD3,DIPK1A
MBD3,DLG4
MBD3,DNAJC6
MBD3,DPF1
MBD3,DRAM1
MBD3,DTX3
MBD3,DUSP10
MBD3,DYRK3
MBD3,DZIP1
MBD3,EGFL7
MBD3,EHD3
MBD3,ELOVL5
MBD3,EPDR1
MBD3,ERO1B
MBD3,ETNK2
MBD3,EVC
MBD3,EXOC6B
MBD3,FADS2
MBD3,FAM169A
MBD3,FAM171A1
MBD3,FAM234B
MBD3,FBLN1
MBD3,FBXL2
MBD3,FERMT2
MBD3,FGD1
MBD3,FGFR1
MBD3,FHOD3
MBD3,FKBP1B
MBD3,FOXD1
MBD3,FSCN1
MBD3,FSTL1
MBD3,FUZ
MBD3,FZD1
MBD3,FZD2
MBD3,GABBR1
MBD3,GALC
MBD3,GAMT
MBD3,GAS6
MBD3,GDAP1
MBD3,GDF11
MBD3,GJC1
MBD3,GPR161
MBD3,GPSM1
MBD3,GSDME
MBD3,GSTM2
MBD3,GSTM3
MBD3,GSTM4
MBD3,HDAC9
MBD3,HDGFL3
MBD3,HEG1
MBD3,HLTF
MBD3,HOMER2
MBD3,HSD17B6
MBD3,ID3
MBD3,IFI16
MBD3,IGFBP3
MBD3,IL27RA
MBD3,ITGA5
MBD3,ITPR1
MBD3,JAK2
MBD3,JAZF1
MBD3,KAT2B
MBD3,KCNN4
MBD3,KDM4D
MBD3,KLF7
MBD3,KLF9
MBD3,LHFPL6
MBD3,LIMD2
MBD3,LOXL2
MBD3,LRP3
MBD3,LRP4
MBD3,LYN
MBD3,LYRM9
MBD3,LYST
MBD3,MAGEH1
MBD3,MAP1B
MBD3,MAP9
MBD3,MAPK11
MBD3,MBOAT2
MBD3,MDFIC
MBD3,MICB
MBD3,MPDZ
MBD3,MPP1
MBD3,MPP2
MBD3,MR1
MBD3,MVB12B
MBD3,MXRA7
MBD3,MYBL1
MBD3,MYO5A
MBD3,NAT1
MBD3,NAV2
MBD3,NBEA
MBD3,NFATC1
MBD3,NINL
MBD3,NR3C1
MBD3,NRP2
MBD3,NT5M
MBD3,OBSL1
MBD3,OGFRL1
MBD3,OSMR
MBD3,OXCT1
MBD3,P2RX5
MBD3,PARVB
MBD3,PCDHGC3
MBD3,PDK3
MBD3,PEG10
MBD3,PGBD1
MBD3,PIK3CD
MBD3,PKIG
MBD3,PLAU
MBD3,PLEKHO1
MBD3,PSMB9
MBD3,PSTPIP2
MBD3,PTPRG
MBD3,PTPRS
MBD3,PTPRU
MBD3,PXK
MBD3,QKI
MBD3,RAB31
MBD3,RAB3IL1
MBD3,RASSF8
MBD3,RECK
MBD3,RGS20
MBD3,RGS9
MBD3,RIN3
MBD3,ROBO1
MBD3,RPL39L
MBD3,RTL8C
MBD3,RUSC2
MBD3,S1PR2
MBD3,SATB2
MBD3,SCD5
MBD3,SDC3
MBD3,SEMA4F
MBD3,SEMA7A
MBD3,SEPTIN6
MBD3,SGCE
MBD3,SH3BP5
MBD3,SIRT4
MBD3,SIX1
MBD3,SLC12A5
MBD3,SLC30A4
MBD3,SLC4A3
MBD3,SLC6A9
MBD3,SLCO3A1
MBD3,SMO
MBD3,SNRPN
MBD3,SNTA1
MBD3,SNX10
MBD3,SOAT1
MBD3,SOCS2
MBD3,SOCS3
MBD3,SOGA1
MBD3,SPART
MBD3,SPHK1
MBD3,STARD13
MBD3,STC2
MBD3,STOM
MBD3,SYDE1
MBD3,SYNGR1
MBD3,SYNM
MBD3,TBKBP1
MBD3,TCEA2
MBD3,TIAM1
MBD3,TMEM45A
MBD3,TNFAIP3
MBD3,TPST1
MBD3,TRMT12
MBD3,TRPC1
MBD3,TTC28
MBD3,TUSC3
MBD3,UBE2L6
MBD3,WHRN
MBD3,WIPF1
MBD3,WNT3
MBD3,WWC3
MBD3,WWTR1
MBD3,ZBTB10
MBD3,ZCCHC24
MBD3,ZFP30
MBD3,ZFP37
MBD3,ZNF134
MBD3,ZNF287
MBD3,ZNF304
MBD3,ZNF345
MBD3,ZNF362
MBD3,ZNF462
MBD3,ZNF512B
MBD3,ZNF528
MBD3,ZNF529
MBD3,ZNF549
MBD3,ZNF583
MBD3,ZNF606
MBD3,ZNF654
MBD3,ZNF658
MBD3,ZXDB
MBTPS1,AASS
MBTPS1,ABCA3
MBTPS1,ADA
MBTPS1,ADCY7
MBTPS1,ADCY9
MBTPS1,ADGRL1
MBTPS1,AHNAK2
MBTPS1,AKT3
MBTPS1,ANKRD6
MBTPS1,ANTXR1
MBTPS1,APBB1
MBTPS1,APOBEC3C
MBTPS1,APOBEC3F
MBTPS1,ARAP3
MBTPS1,ARHGEF10
MBTPS1,ARL4C
MBTPS1,ARSB
MBTPS1,ATP10D
MBTPS1,ATP8B2
MBTPS1,B3GALNT1
MBTPS1,BASP1
MBTPS1,BCAT1
MBTPS1,BEX3
MBTPS1,BHLHB9
MBTPS1,CALD1
MBTPS1,CBR3
MBTPS1,CBS
MBTPS1,CCDC88A
MBTPS1,CD83
MBTPS1,CDK14
MBTPS1,CDKL3
MBTPS1,CERS4
MBTPS1,CHN1
MBTPS1,CHST10
MBTPS1,CHST11
MBTPS1,CHST15
MBTPS1,CLEC2D
MBTPS1,CLTCL1
MBTPS1,CNTLN
MBTPS1,CNTNAP1
MBTPS1,COL6A1
MBTPS1,COL7A1
MBTPS1,CPLANE1
MBTPS1,CPPED1
MBTPS1,CSF1
MBTPS1,CSRP2
MBTPS1,CTSF
MBTPS1,CYBRD1
MBTPS1,DIPK1A
MBTPS1,DLG4
MBTPS1,DNAJC6
MBTPS1,DPF1
MBTPS1,DRAM1
MBTPS1,DTX3
MBTPS1,DUSP10
MBTPS1,DYRK3
MBTPS1,DZIP1
MBTPS1,EGFL7
MBTPS1,EHD3
MBTPS1,ELOVL5
MBTPS1,EPDR1
MBTPS1,ERO1B
MBTPS1,ETNK2
MBTPS1,EVC
MBTPS1,EXOC6B
MBTPS1,FADS2
MBTPS1,FAM169A
MBTPS1,FAM171A1
MBTPS1,FAM234B
MBTPS1,FBLN1
MBTPS1,FBXL2
MBTPS1,FERMT2
MBTPS1,FGD1
MBTPS1,FGFR1
MBTPS1,FHOD3
MBTPS1,FKBP1B
MBTPS1,FOXD1
MBTPS1,FSCN1
MBTPS1,FSTL1
MBTPS1,FUZ
MBTPS1,FZD1
MBTPS1,FZD2
MBTPS1,GABBR1
MBTPS1,GALC
MBTPS1,GAMT
MBTPS1,GAS6
MBTPS1,GDAP1
MBTPS1,GDF11
MBTPS1,GJC1
MBTPS1,GPR161
MBTPS1,GPSM1
MBTPS1,GSDME
MBTPS1,GSTM2
MBTPS1,GSTM3
MBTPS1,GSTM4
MBTPS1,HDAC9
MBTPS1,HDGFL3
MBTPS1,HEG1
MBTPS1,HLTF
MBTPS1,HOMER2
MBTPS1,HSD17B6
MBTPS1,ID3
MBTPS1,IFI16
MBTPS1,IGFBP3
MBTPS1,IL27RA
MBTPS1,ITGA5
MBTPS1,ITPR1
MBTPS1,JAK2
MBTPS1,JAZF1
MBTPS1,KAT2B
MBTPS1,KCNN4
MBTPS1,KDM4D
MBTPS1,KLF7
MBTPS1,KLF9
MBTPS1,LHFPL6
MBTPS1,LIMD2
MBTPS1,LOXL2
MBTPS1,LRP3
MBTPS1,LRP4
MBTPS1,LYN
MBTPS1,LYRM9
MBTPS1,LYST
MBTPS1,MAGEH1
MBTPS1,MAP1B
MBTPS1,MAP9
MBTPS1,MAPK11
MBTPS1,MBOAT2
MBTPS1,MDFIC
MBTPS1,MICB
MBTPS1,MPDZ
MBTPS1,MPP1
MBTPS1,MPP2
MBTPS1,MR1
MBTPS1,MVB12B
MBTPS1,MXRA7
MBTPS1,MYBL1
MBTPS1,MYO5A
MBTPS1,NAT1
MBTPS1,NAV2
MBTPS1,NBEA
MBTPS1,NFATC1
MBTPS1,NINL
MBTPS1,NR3C1
MBTPS1,NRP2
MBTPS1,NT5M
MBTPS1,OBSL1
MBTPS1,OGFRL1
MBTPS1,OSMR
MBTPS1,OXCT1
MBTPS1,P2RX5
MBTPS1,PARVB
MBTPS1,PCDHGC3
MBTPS1,PDK3
MBTPS1,PEG10
MBTPS1,PGBD1
MBTPS1,PIK3CD
